"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA","SIL3"
"MG220","MonumentoGaribaldi","1",0.150540460490275,0.234846050477268,NA,NA,NA,37.771267024577,32.9,2.11,0.0525,0.257,0.00637,0.556,70.43,3.8,11.94,58.7
"MG301","MonumentoGaribaldi","1",0.126679878908539,0.0403063688226646,NA,NA,NA,19.1861256363873,17.8,1.94,0.0289,0.673,0.0904,0.418,63.79,19.56,1.79,49.25
"MG302","MonumentoGaribaldi","1",0.383506034220273,-0.0399475143529168,NA,NA,NA,8.82984495543683,8.64,1.72,0.0242,0.522,0.0234,0.152,52.98,11.78,1.61000000000001,40.52
"MG303","MonumentoGaribaldi","1",0.520024784879567,-0.127683834602877,NA,NA,NA,6.74643954568194,6.62,1.75,0.0213,0.489,0.0147,0.185,47.24,7.33000000000001,4.09,37.98
"MG304","MonumentoGaribaldi","1",0.577606480774593,-0.133636971315075,NA,NA,NA,5.77101161186543,5.65,1.42,0.0246,0.428,0.0122,0.0998,46.18,5.39,5.51,34.74
"MG305","MonumentoGaribaldi","1",0.522145888758226,-0.138939570539307,NA,NA,NA,6.40865067910495,6.27,1.67,0.0225,0.455,0.0191,0.153,47.25,6.62,4.89,37.22
"MG306","MonumentoGaribaldi","1",0.564611818822689,-0.160876037089758,NA,NA,NA,5.72392258412195,5.6,1.57,0.0241,0.457,0.0144,0.188,46.74,6.45,4.64,34.94
"MG307","MonumentoGaribaldi","1",0.489603527388338,-0.204045998710387,NA,NA,NA,6.42773304823994,6.29,1.64,0.0236,0.447,0.017,0.224,46.89,8.01,8.86,35.74
"MG308","MonumentoGaribaldi","1",0.497819282616146,-0.115067673462413,NA,NA,NA,7.07197522124851,6.92,1.54,0.0248,0.435,0.0174,0.248,48.65,7.21,7.33,37.69
"MG309","MonumentoGaribaldi","1",0.52985982575061,-0.133151101216113,NA,NA,NA,6.20825903713317,6.08,1.49,0.0226,0.37,0.0159,0.168,47.65,5.63,6.06,35.86
"MG310","MonumentoGaribaldi","1",0.47437729857897,-0.0897394249722482,NA,NA,NA,7.52555927718236,7.34,1.49,0.0301,0.444,0.0192,0.147,50.14,8,6.4,37.87
"MG311","MonumentoGaribaldi","1",0.283485695047215,-0.00158998620121378,NA,NA,NA,16.2760358280474,14.7,2.04,0.0337,0.668,0.0706,0.264,58.85,11.54,2.33,47.96
"MG312","MonumentoGaribaldi","1",0.430505342892695,-0.0189717726679704,NA,NA,NA,8.80879129663879,8.65,1.61,0.0232,0.38,0.0151,0.199,52.16,7.16,4.22000000000001,40.89
"MG313","MonumentoGaribaldi","1",0.448487062358551,-0.155986893179732,NA,NA,NA,7.28011686946347,7.12,1.46,0.0225,0.318,0.0228,0.202,48.45,6.37,11.17,37
"MG314","MonumentoGaribaldi","1",0.555352430086896,-0.172441195631811,NA,NA,NA,6.03495571689018,5.91,1.61,0.0205,0.378,0.0186,0.19,46.25,5.76,5.27,35.37
"MG315","MonumentoGaribaldi","1",0.494920512701931,-0.212014657189511,NA,NA,NA,5.86141810274021,5.74,1.55,0.0228,0.355,0.0146,0.135,46.51,5.87,9.54,34.63
"MG316","MonumentoGaribaldi","1",0.529928899630892,-0.177543422631435,NA,NA,NA,6.10099666833066,5.98,1.59,0.0217,0.388,0.0149,0.119,46.03,7.07,6.11,35.11
"MG317","MonumentoGaribaldi","1",0.552398735616024,-0.178918926871111,NA,NA,NA,5.88605795818247,5.77,1.63,0.022,0.378,0.0135,0.169,46.41,5.77,5.12,34.99
"MG318","MonumentoGaribaldi","1",0.515717306849215,-0.144329423851083,NA,NA,NA,6.8201039657409,6.69,1.56,0.021,0.378,0.0162,0.181,47.16,6.7,6.53,36.36
"MG319","MonumentoGaribaldi","1",0.473241418691191,-0.117065321989977,NA,NA,NA,7.16725611600391,7.04,1.69,0.0201,0.378,0.0151,0.231,48.94,11.87,2.27,37.01
"MG320","MonumentoGaribaldi","1",0.444508002577536,-0.0204559543710309,NA,NA,NA,8.71176789955507,8.5,1.66,0.0265,0.359,0.0275,0.386,53.45,10.81,2,41.04
"MG321","MonumentoGaribaldi","1",0.2111919095588,-0.143134940520027,NA,NA,NA,9.45003738568028,8.4,2.14,0.0187,0.444,0.0269,0.37,55.06,17.32,4.89,42.14
"MG322","MonumentoGaribaldi","1",0.263222912651342,-0.157962528923038,NA,NA,NA,11.0695566139619,9.66,2.19,0.0238,0.681,0.0561,0.249,54.15,16.34,3.13,42.85
"MG323","MonumentoGaribaldi","1",0.249877981692296,-0.187655088909442,NA,NA,NA,8.49632379531353,7.89,1.99,0.0176,0.413,0.0156,0.302,52.05,14.55,9.17,39.99
"MG324","MonumentoGaribaldi","1",0.277614011608215,-0.126315132751796,NA,NA,NA,9.62505952498577,9.27,1.85,0.0256,0.4,0.0199,0.327,54.92,13.41,7.12,40.33
"MG326","MonumentoGaribaldi","1",0.225298011242164,-0.366193260980738,NA,NA,NA,8.05340784058359,7.91,1.57,0.0223,0.48,0.0141,0.167,47.96,13.29,22.55,33.7
"MG327","MonumentoGaribaldi","1",0.356399255250237,0.0306533853302041,NA,NA,NA,11.779839933484,11.1,1.92,0.0219,0.452,0.0397,0.51,56.21,12.3,1.33,46.14
"MG328","MonumentoGaribaldi","1",0.363067770623624,-0.00267775911373769,NA,NA,NA,10.7467143171275,10.4,1.83,0.0223,0.387,0.0269,0.381,54.17,10.64,4.34,44.46
"MG329","MonumentoGaribaldi","1",0.492293287101493,-0.0618841344690259,NA,NA,NA,8.54176439119442,8.36,1.39,0.0272,0.333,0.0175,0.464,51.25,9.86,7.14,38.14
"MG330","MonumentoGaribaldi","1",0.33446861147058,0.0931007002028925,NA,NA,NA,12.5037922815497,11.9,1.87,0.0241,0.383,0.0594,0.475,57.41,12.76,1.18000000000001,49.08
"MG331","MonumentoGaribaldi","1",0.434082089422518,-0.0161794283172694,NA,NA,NA,7.97254513680661,7.75,1.74,0.0208,0.381,0.0435,0.381,52.56,10.78,1.56,42.72
"MG332","MonumentoGaribaldi","1",0.381217232628148,-0.0158948074516564,NA,NA,NA,8.88796017129792,8.57,1.81,0.0191,0.407,0.0576,0.415,53.97,13.76,0.410000000000004,43.67
"MG333","MonumentoGaribaldi","1",0.363950429126177,-0.00544589144312006,NA,NA,NA,8.91274913235561,8.71,1.61,0.0221,0.453,0.0303,0.299,53.72,16.18,1.4,41.02
"MG334","MonumentoGaribaldi","1",0.294621348385403,0.0517695245460571,NA,NA,NA,12.1264602746159,11.8,1.7,0.0237,0.422,0.0496,0.353,57.01,16.93,1.32,45.16
"PL301","PancrasLock","1",0.0959167866720859,0.0988806718432493,NA,NA,NA,30.3027436298135,21.9,2.77,0.0313,0.314,0.00429,0.0266,66.19,0.849999999999994,3.61,58.48
"PL302","PancrasLock","1",0.170676554571956,0.0953023887774049,NA,NA,NA,22.6837271855554,17.7,2.53,0.0279,0.312,0.00383,0.0348,63.09,0.990000000000002,3.92999999999999,55.58
"PL303","PancrasLock","1",0.248110023748834,0.0600648710135067,NA,NA,NA,17.2531949506981,14.4,2.32,0.0264,0.328,0.00416,0.0385,60.02,1.96,4.57999999999999,51.87
"PL304","PancrasLock","1",0.358153603589116,-0.0360420330028681,NA,NA,NA,8.98209510215572,8.86,1.73,0.023,0.301,0.00332,0.0662,52.34,2.66,10.85,43.38
"PL305","PancrasLock","1",0.304883599145534,-0.0316391616676724,NA,NA,NA,10.2497165058565,9.92,1.84,0.0249,0.306,0.00806,0.0964,54.41,2.18,11.81,45.57
"PL306","PancrasLock","1",0.245013465451502,-0.204950071483519,NA,NA,NA,11.1451831631083,9.91,2.13,0.0242,0.316,0.0138,0.0457,52.56,1.47,18.84,44.44
"PL307","PancrasLock","1",0.1137099637945,-0.0106539554682141,NA,NA,NA,19.9720250922467,16.5,2.34,0.0293,0.323,0.00692,0.0259,60.91,0.719999999999999,12.58,52.65
"PL308","PancrasLock","1",0.228001916927452,-0.131607746770224,NA,NA,NA,13.6812309544644,12.3,2.08,0.0262,0.33,0.00887,0.0793,54.69,2.19,17.02,46.17
"PL309","PancrasLock","1",0.408324975879324,0.0624119452265541,NA,NA,NA,10.4497897984206,10.3,1.75,0.0251,0.294,0.00474,0.176,54.67,3.79,5.52,45.8
"PL310","PancrasLock","1",0.282879544105634,-0.0193890319761341,NA,NA,NA,10.6698302679422,10.5,1.67,0.0263,0.362,0.00806,0.121,54.64,4.61,14.53,45.41
"PL311","PancrasLock","1",0.355317527283469,0.0257879225648827,NA,NA,NA,10.3554145610998,10.2,1.67,0.0258,0.329,0.00554,0.151,54.46,3.01,9.15,44.94
"PL312","PancrasLock","1",0.396610673245305,0.0239563891923991,NA,NA,NA,10.248037835239,10.1,1.64,0.0242,0.36,0.00609,0.135,53.67,5.91,8.06,44.05
"PL313","PancrasLock","1",0.403276300958131,0.0528148034980442,NA,NA,NA,9.30772314110593,9.18,1.58,0.0233,0.311,0.00378,0.0716,53.43,3.94,5.81,43.55
"PL314","PancrasLock","1",0.284527164421045,0.124022685429318,NA,NA,NA,16.6389287614427,16.4,1.74,0.0275,0.395,0.0099,0.182,59.74,6.31,5.94,49.2
"PL315","PancrasLock","1",0.170403996384674,-0.0766075809662613,NA,NA,NA,13.9216122774389,13.7,1.55,0.0285,0.347,0.0101,0.0825,55.33,4,20.48,44.38
"PL316","PancrasLock","1",0.245582527261219,0.0358593645180418,NA,NA,NA,15.4723120387189,13.4,2.2,0.027,0.311,0.00406,0.0284,58.63,0.920000000000002,7.02999999999999,50.45
"PL317","PancrasLock","1",0.164043906040739,0.0914056495461533,NA,NA,NA,24.2264955513924,18.7,2.56,0.0307,0.307,0.0043,0.0239,63.67,0.719999999999999,3.73,55.74
"PL318","PancrasLock","1",0.0717980180022597,0.0821378780599096,NA,NA,NA,33.0223255433981,23.1,2.88,0.0314,0.32,0.00386,0.0202,66.73,0.670000000000002,3.94,59.12
"PL319","PancrasLock","1",0.0841474693993838,0.103806842375949,NA,NA,NA,32.2921563807702,23.2,2.78,0.0318,0.305,0.00407,0.0312,66.6,0.690000000000012,3.51000000000001,58.78
"PL320","PancrasLock","1",0.0711709623446135,0.111237600337763,NA,NA,NA,34.2963431767768,24,2.87,0.0327,0.316,0.00453,0.022,67.51,0.679999999999993,2.70999999999999,59.83
"PL321","PancrasLock","1",-0.145423927737802,0.0407846984730271,NA,NA,NA,74.3973266171312,39.3,3.86,0.0366,0.358,0.00646,0.034,74.67,1.48,1.48999999999999,67.73
"PL322","PancrasLock","1",0.321063431207521,-0.0649466439673301,NA,NA,NA,10.1820731399708,9.94,1.81,0.0239,0.369,0.00609,0.053,52.98,2.39,12.3,43.83
"PL323","PancrasLock","1",0.321981652243983,-0.101949150021054,NA,NA,NA,9.73465310046692,9.6,1.72,0.0241,0.312,0.0036,0.0558,51.46,2.08,14.96,42.15
"PL324","PancrasLock","1",0.289934032553238,-0.0341790085434493,NA,NA,NA,10.7478267776119,10.6,1.71,0.0245,0.302,0.00437,0.0543,53.35,2.70999999999999,13.94,44.66
"PL325","PancrasLock","1",0.239034695390265,0.0489187195148294,NA,NA,NA,13.9377562181795,13.7,1.59,0.0306,0.317,0.0108,0.147,58.21,5.56,12.52,47.08
"PL326","PancrasLock","1",0.247914579716772,-0.192422046145135,NA,NA,NA,9.18605150435664,9.05,1.66,0.0223,0.319,0.00816,0.0549,50.34,2.4,22.07,40.79
"PL327","PancrasLock","1",0.288846967830192,-0.0674061458777184,NA,NA,NA,13.7275625907871,13.5,1.66,0.0237,0.322,0.0192,0.272,55.16,9.86,16.51,44.75
"PL328","PancrasLock","1",0.332410435907363,-0.16931299119382,NA,NA,NA,8.33065183104037,8.03,1.86,0.0217,0.322,0.00558,0.027,49.76,1.68,16.53,41.41
"PL329","PancrasLock","1",0.300875882685352,-0.208040007356628,NA,NA,NA,8.48614086775479,8.15,1.87,0.0218,0.325,0.0113,0.0577,49.7,1.86,19.6,41.45
"PL330","PancrasLock","1",0.240188047211416,-0.030090656714672,NA,NA,NA,11.8965568322914,11.7,1.58,0.0295,0.387,0.00728,0.15,55.63,3.9,16.61,44.93
"PL331","PancrasLock","1",0.290351954423381,-0.0644418165779064,NA,NA,NA,10.2579908390237,10.1,1.7,0.0265,0.387,0.00549,0.0845,53.26,2.02,15.01,43.79
"PL332","PancrasLock","1",0.151626472184019,0.109721733363792,NA,NA,NA,22.4649203016671,22.1,1.66,0.0374,0.434,0.00922,0.104,63.06,10.71,12.26,50.65
"PL333","PancrasLock","1",0.267996577849875,0.0660113156676448,NA,NA,NA,20.7959713273634,20.5,1.76,0.0302,0.385,0.00826,0.168,59.52,11.06,9.66999999999999,48.43
"PL334","PancrasLock","1",0.330032623508245,-0.0514673035464628,NA,NA,NA,9.65794051511359,9.51,1.7,0.0265,0.331,0.00417,0.101,53.15,2.75,13,43.43
"PL335","PancrasLock","1",0.325882971506926,-0.0204953572633624,NA,NA,NA,10.6751207077771,10.5,1.72,0.0274,0.411,0.00789,0.0812,54.4,3.61000000000001,11.16,44.49
"PL336","PancrasLock","1",0.0623482876081489,0.0929051200315607,NA,NA,NA,37.3896293852929,24.9,3.05,0.0337,0.357,0.00415,0.0173,68.09,0.940000000000012,2.45,60.91
"PL337","PancrasLock","1",0.157980781424513,0.0912257362739495,NA,NA,NA,23.4855626802493,18.5,2.49,0.0304,0.315,0.00452,0.0389,63.45,0.68,4.70999999999999,55.38
"PL338","PancrasLock","1",0.163203825587471,0.109985376579922,NA,NA,NA,23.8821594481066,18.8,2.49,0.031,0.309,0.00376,0.023,63.88,0.809999999999995,3.43,55.64
"PL339","PancrasLock","1",-0.0593507766062631,0.0894118393281554,NA,NA,NA,55.5251143169518,32.5,3.49,0.0361,0.336,0.00499,0.0223,72.43,0.440000000000012,1.36999999999999,65.47
"PL340","PancrasLock","1",0.153674933275047,0.102040541512236,NA,NA,NA,26.7080714349155,20.2,2.62,0.0314,0.297,0.00417,0.0426,64.53,1.01000000000001,3.2,56.68
"PL341","PancrasLock","1",0.0956041679316328,0.0914078934768034,NA,NA,NA,29.4206699073078,21.8,2.68,0.0312,0.312,0.006,0.0395,65.8,0.919999999999987,4.55,57.65
"PL401","PancrasLock","1",0.202004769557886,0.0654228606726199,NA,NA,NA,21.7623338005031,17.1,2.51,0.0282,0.329,0.00954,0.029,62.09,1.67,3.95,54.33
"PL402","PancrasLock","1",0.284229057134537,-0.115365737542983,NA,NA,NA,9.80732850471601,9.63,1.72,0.0257,0.36,0.0137,0.113,52.79,2.87,17.08,43.11
"PL403","PancrasLock","1",0.36809378402138,-0.126573467602496,NA,NA,NA,7.87206760990069,7.75,1.76,0.0219,0.319,0.00731,0.0314,49.86,2.15,13.91,41.15
"PL404","PancrasLock","1",0.277045674178254,-0.0765991514160187,NA,NA,NA,14.8127667959871,14.6,1.66,0.0265,0.343,0.00909,0.0868,54.85,9.84,15.63,43.47
"PL405","PancrasLock","1",0.250344953807657,-0.0304563117592933,NA,NA,NA,15.1153792703023,14.9,1.69,0.0284,0.36,0.00624,0.202,56.61,8.56,16.25,45.98
"PL406","PancrasLock","1",0.377411168724134,-0.0840398994769218,NA,NA,NA,10.9452737374509,9.5,2.22,0.0227,0.3,0.00259,0.04,53.25,0.759999999999998,7.03,45.08
"PL407","PancrasLock","1",0.419739486744139,-0.0826573881041426,NA,NA,NA,10.1164573198265,8.99,2.14,0.0211,0.289,0.0034,0.0471,51.95,1.51000000000001,6.25,43.88
"PL408","PancrasLock","1",0.333023193607786,-0.120950108700832,NA,NA,NA,9.7907860697469,8.9,2.06,0.0223,0.307,0.00837,0.0195,52.18,0.859999999999999,11.78,43.98
"PL409","PancrasLock","1",0.0746361149119319,-0.0580052891049439,NA,NA,NA,22.4180716674822,19,2.24,0.0312,0.347,0.0145,0.0208,60.52,2,16.65,51.64
"PL410","PancrasLock","1",0.124623701903219,-0.0973864040122967,NA,NA,NA,17.3950286812022,14.8,2.25,0.0287,0.328,0.021,0.0485,59.06,3.34999999999999,16.95,50.42
"PL411","PancrasLock","1",0.250841383580848,0.214622300939403,NA,NA,NA,33.3473807871159,31.7,1.86,0.0741,0.344,0.0111,0.249,70.36,15.39,6.33,55.54
"PL412","PancrasLock","1",0.260363308795285,0.0518930958863375,NA,NA,NA,16.061940905493,14.1,2.15,0.0279,0.332,0.0116,0.0619,60.49,3.05,4.02,49.94
"PL413","PancrasLock","1",0.143480043304207,0.115659967898193,NA,NA,NA,26.0725718998843,19.9,2.59,0.031,0.302,0.00424,0.0217,64.67,0.579999999999998,3.06999999999999,56.89
"PL414","PancrasLock","1",0.0976222401904877,0.0869086633061589,NA,NA,NA,32.4357696996783,23,2.83,0.0312,0.317,0.011,0.0514,66.54,1.47,3.19999999999999,58.83
"PL415","PancrasLock","1",0.111473552678437,0.0425668593155534,NA,NA,NA,33.0730801254743,22.3,3.03,0.0297,0.318,0.00371,0.022,65.68,1.09999999999999,2.97,58.56
"PL416","PancrasLock","1",0.263101755365058,0.0828666693270758,NA,NA,NA,17.3181734429782,15,2.19,0.0273,0.352,0.0113,0.0966,60,1.81,4.39,51.72
"PL417","PancrasLock","1",0.291718098630714,0.00138869426416385,NA,NA,NA,10.6563326309372,10.5,1.76,0.0255,0.318,0.00441,0.0697,54.75,1.22000000000001,11.2,45.69
"PL418","PancrasLock","1",0.281494115443311,0.0239223309723615,NA,NA,NA,13.6934580291994,13.3,1.79,0.0316,0.419,0.0373,0.127,59.03,3.64,7.45,47.53
"PL419","PancrasLock","1",0.301410262346043,-0.0300169658456751,NA,NA,NA,21.0854573680151,19.9,1.89,0.0346,0.676,0.0607,0.168,60,11.13,8.04000000000001,47.89
"PL420","PancrasLock","1",0.394233419501655,0.0329020997935014,NA,NA,NA,10.777050876021,10.6,1.77,0.0242,0.41,0.00898,0.0901,54.4,4.24,5.54,44.99
"PL421","PancrasLock","1",0.391873294884079,0.0239045724638438,NA,NA,NA,10.5475133224164,10.3,1.8,0.0243,0.528,0.0149,0.0776,55.06,3.94,4.27,44.79
"PL422","PancrasLock","1",0.327507974258738,-0.111748615698035,NA,NA,NA,8.49076840497353,8.35,1.77,0.0235,0.413,0.00664,0.0547,51.32,1.81,14.83,42.36
"PL423","PancrasLock","1",0.224607837535879,-0.0603697401985278,NA,NA,NA,12.9430130088806,12.7,1.56,0.0291,0.43,0.017,0.116,55.53,6.13,18.03,44.53
"PL424","PancrasLock","1",0.369222668762229,-0.0644155139180889,NA,NA,NA,8.70436922429132,8.55,1.67,0.0253,0.41,0.0109,0.0829,51.86,3.41,12.25,42.48
"PL425","PancrasLock","1",0.337578548544569,-0.061508828557257,NA,NA,NA,8.68478359000865,8.53,1.51,0.0239,0.316,0.0132,0.0986,51.51,2.66,14.34,41.84
"PL426","PancrasLock","1",0.396083500185189,-0.0473226881846065,NA,NA,NA,7.78114449875606,7.67,1.62,0.0231,0.298,0.00289,0.0278,50.59,1.27,10.09,41.24
"PL427","PancrasLock","1",0.4107819808956,0.00665019772890332,NA,NA,NA,10.1525242663799,9.96,1.78,0.025,0.343,0.0105,0.069,53.61,3.58,5.57,44.02
"PL428","PancrasLock","1",0.311408494564029,-0.0418558759678628,NA,NA,NA,10.8670404565737,10.6,1.81,0.027,0.302,0.00577,0.0513,53.72,2.37,12.49,44.92
"PL429","PancrasLock","1",0.365261777993432,0.00382982601524332,NA,NA,NA,10.9877319433145,10.3,1.95,0.0237,0.304,0.00403,0.0382,54.22,1.9,6.3,45.73
"PL430","PancrasLock","1",0.318293964931198,0.0172331759161442,NA,NA,NA,13.7781693290064,12,2.19,0.0237,0.293,0.00267,0.0214,56.35,0.900000000000006,5.02,48.45
"PL431","PancrasLock","1",0.150318978919798,0.0978962772273281,NA,NA,NA,27.0208665175976,20,2.7,0.0294,0.308,0.00388,0.0352,64.5,0.659999999999997,2.67,57.12
"PL432","PancrasLock","1",0.302567754325867,0.0564287258150862,NA,NA,NA,14.3587769740565,12.9,2.08,0.0259,0.313,0.00649,0.039,57.44,1.91999999999999,5.26000000000001,49.31
"PL433","PancrasLock","1",0.38026214637752,0.0265352431094963,NA,NA,NA,11.0394534896901,10.5,1.9,0.0259,0.338,0.0047,0.0423,54.8,2.63,5.11,45.75
"PL434","PancrasLock","1",0.404245575388651,0.0106271326577855,NA,NA,NA,9.18928849040118,9.05,1.66,0.0258,0.345,0.0039,0.0727,53.13,3.91,7.36,43.26
"PL435","PancrasLock","1",0.384880110759739,0.0747677877696836,NA,NA,NA,10.8716192434993,10.7,1.52,0.0266,0.33,0.00757,0.0595,55.28,7.2,5.64,44.14
"PL436","PancrasLock","1",0.401945199298529,0.0330238634420262,NA,NA,NA,9.46725813888962,9.32,1.44,0.0264,0.32,0.00465,0.086,52.69,4.41999999999999,8.46,42.3
"PL437","PancrasLock","1",0.146615635505385,0.122989342740481,NA,NA,NA,41.3051654700311,33.8,2.29,0.0359,0.39,0.0122,0.385,67.7,15.26,7.81999999999999,56.68
"PL438","PancrasLock","1",0.234201933513867,0.238582327799354,NA,NA,NA,27.8258267449492,27.2,1.31,0.0615,0.38,0.00665,0.23,68.07,18.42,8.55000000000001,51.16
"PL439","PancrasLock","1",0.33375177380198,0.183650748140728,NA,NA,NA,23.1366700946961,22.4,1.21,0.0796,0.459,0.0114,0.224,66.35,12.07,8.2,47.76
"RF301","RegentsParkFields","1",0.617868656635734,-0.23606530838915,NA,NA,NA,7.24967909144875,7.12,1.63,0.0204,0.454,0.0152,0.259,47.21,7.35,17.84,37.5
"RF302","RegentsParkFields","1",0.789595314429786,-0.118587668769639,NA,NA,NA,7.78724401893103,7.64,1.71,0.0211,0.557,0.0182,0.384,51,10.93,9.87,40.37
"RF304","RegentsParkFields","1",0.519939290023489,-0.220054297879045,NA,NA,NA,6.04937377521438,5.93,1.45,0.0221,0.469,0.0139,0.147,47.16,5.21,16.16,35.51
"RF305","RegentsParkFields","1",0.341082793065156,-0.23440785172081,NA,NA,NA,9.0747778371142,8.92,1.51,0.0221,0.524,0.0146,0.142,49.22,5.08,23.49,38.71
"RF306","RegentsParkFields","1",0.582603374954035,-0.0306728760269482,NA,NA,NA,10.2893490688443,10,1.46,0.0249,0.578,0.046,0.248,56.72,11.49,6.91,41.97
"RF307","RegentsParkFields","1",0.313167477368493,-0.154079561436437,NA,NA,NA,6.57965587025318,6.46,1.29,0.022,0.376,0.0118,0.113,47.89,2.15000000000001,18.34,37.37
"RF308","RegentsParkFields","1",0.338381891660433,-0.197174623233633,NA,NA,NA,10.1735747263613,10,1.29,0.0242,0.505,0.0137,0.185,51.15,8.83,24.46,38.41
"RF309","RegentsParkFields","1",0.213032092457879,-0.261263807237545,NA,NA,NA,8.52508361535976,8.34,1.29,0.0235,0.382,0.0242,0.121,49.88,4.5,26.28,36.95
"RF310","RegentsParkFields","1",0.187425983887118,-0.156026996668878,NA,NA,NA,10.1401780386767,9.97,1.3,0.0271,0.398,0.00846,0.34,53.4,3.24,22.03,39.12
"RF311","RegentsParkFields","1",0.158317424403008,-0.12126257355375,NA,NA,NA,15.4287311292673,15.1,1.21,0.0359,0.422,0.0201,0.192,57.02,9.23,24.86,41.6
"RF312","RegentsParkFields","1",0.341720601345237,-0.212527171774653,NA,NA,NA,7.11883510114392,6.95,1.28,0.0236,0.502,0.0251,0.107,48.62,4.66,20.45,36.44
"RF313","RegentsParkFields","1",0.47930467790922,-0.18290824389647,NA,NA,NA,9.03798774445955,8.78,1.54,0.0289,0.647,0.037,0.104,51.38,7.31,16.75,39.7
"RF314","RegentsParkFields","1",0.75775911287173,-0.0851483469244593,NA,NA,NA,9.42799749386785,9.09,1.64,0.037,0.714,0.0476,0.113,51.68,9.89,6.26,41.08
"RF315","RegentsParkFields","1",0.636592106630354,-0.0764129901868021,NA,NA,NA,7.74565781496482,7.58,1.52,0.0233,0.574,0.0214,0.133,50.35,7.73999999999999,7.46,39.24
"RF316","RegentsParkFields","1",0.67713474610447,-0.125200940085278,NA,NA,NA,8.88143110065327,8.67,1.57,0.0223,0.527,0.0329,0.18,51.35,10.49,9.45,39.22
"RF317","RegentsParkFields","1",0.494015320528063,-0.163812064131544,NA,NA,NA,6.01210738063446,5.92,1.41,0.0217,0.428,0.00379,0.0481,46.03,3.94,14.63,36.19
"RF318","RegentsParkFields","1",0.48821680868571,-0.172048991992062,NA,NA,NA,7.28707590066278,7.16,1.42,0.0234,0.518,0.00963,0.136,47.86,5.72,16.79,37.26
"RF319","RegentsParkFields","1",0.373428636059202,-0.0564005456728365,NA,NA,NA,7.53404435161883,7.39,1.04,0.0286,0.362,0.00685,0.122,50.44,4.12,9.72,35.19
"RF320","RegentsParkFields","1",0.312338068961396,-0.149505355017522,NA,NA,NA,8.90780957999717,8.77,1.5,0.0248,0.483,0.00575,0.0316,50.09,3.48,19.24,39.99
"RF321","RegentsParkFields","1",0.400110841853734,-0.0836130615406524,NA,NA,NA,11.5785330289254,11.4,1.61,0.0275,0.392,0.00629,0.0383,52.53,6.45,15.9,42.71
"RF322","RegentsParkFields","1",0.338259743439391,-0.227760775708095,NA,NA,NA,7.88504373685179,7.76,1.42,0.0232,0.496,0.00714,0.0641,47.81,4.45,23.18,37.43
"RF323","RegentsParkFields","1",0.327055868403949,-0.186421965668996,NA,NA,NA,8.44052070282007,8.27,1.3,0.0249,0.479,0.0177,0.0749,49.53,5.43,20.68,37.51
"RF324","RegentsParkFields","1",0.582153267325543,-0.0541550942725965,NA,NA,NA,13.260629016039,13.1,1.69,0.023,0.319,0.00485,0.0715,52.25,10.05,10.52,42.49
"RF325","RegentsParkFields","1",0.475871904342692,-0.150522704562221,NA,NA,NA,6.14980873630508,6.03,1.43,0.0245,0.54,0.01,0.0414,47.41,3.89,14.38,37.26
"RF326","RegentsParkFields","1",0.4375287617027,-0.13444284570354,NA,NA,NA,6.01426179102354,5.92,1.34,0.023,0.365,0.00269,0.0559,46.42,1.9,12.33,35.7
"RF327","RegentsParkFields","1",0.533243850892031,-0.00126259070606834,NA,NA,NA,13.2729568337884,13.1,1.47,0.0255,0.363,0.00412,0.158,53.75,10.43,9.71,42.09
"RF328","RegentsParkFields","1",0.471188772484735,-0.141681484301515,NA,NA,NA,6.37262799311725,6.24,1.4,0.0248,0.515,0.0135,0.0749,47.29,3.29,13.33,37.05
"RF329","RegentsParkFields","1",0.522731455986631,-0.158358667777157,NA,NA,NA,6.88200684559757,6.71,1.35,0.0245,0.582,0.0262,0.0729,48.45,6.56,13.3,36.55
"RF330","RegentsParkFields","1",0.471585862098064,-0.150132467338442,NA,NA,NA,5.4688130540715,5.38,1.28,0.0228,0.397,0.00291,0.0844,44.7,1.83,12.53,34.39
"RF331","RegentsParkFields","1",0.42908498510054,-0.117736075869032,NA,NA,NA,6.05484441987026,5.95,1.25,0.0243,0.505,0.00479,0.0747,46.44,2.43,12.93,35.79
"RF332","RegentsParkFields","1",0.505773598217544,-0.0750136386860163,NA,NA,NA,7.65432890842464,7.49,1.28,0.0292,0.464,0.0125,0.102,48.3,4.59,10,37.2
"RF333","RegentsParkFields","1",0.639207839767332,-0.0914978354836018,NA,NA,NA,8.36634082904036,8.17,1.55,0.0231,0.531,0.0292,0.149,49,7.01000000000001,8.34,39.59
"RF334","RegentsParkFields","1",0.465064656305464,-0.125384551611433,NA,NA,NA,8.99194270165875,8.81,1.38,0.0247,0.409,0.0195,0.158,48.95,5.64,14.53,38.42
"RF335","RegentsParkFields","1",0.323984400199801,-0.180966997595531,NA,NA,NA,6.3036687842119,6.18,1.26,0.0241,0.53,0.0114,0.0746,47.81,2.65000000000001,18.56,36.01
"RF336","RegentsParkFields","1",0.570345119812518,-0.107489765828148,NA,NA,NA,8.06080019036061,7.92,1.65,0.0263,0.447,0.0072,0.12,49.65,4.67,9.77,39.5
