"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LCeq_LAeq","SIL3"
"PL439","PancrasLock","1",0.215600314828568,0.220263101368735,2.62575468131359,2.07509388764905,2.23434648889783,23.1366700946961,22.4,1.21,0.0796,0.459,0.0114,0.224,66.35,12.07,8.2,47.76
"RF301","RegentsParkFields","1",0.612355429540743,-0.258927725236377,3.08538616117385,2.02617755734868,3.24269292125916,7.24967909144875,7.12,1.63,0.0204,0.454,0.0152,0.259,47.21,7.35,17.84,37.5
"RF302","RegentsParkFields","1",0.697816875783153,-0.135151352212059,3.25395604532465,1.941325193234,3.39622769128744,7.78724401893103,7.64,1.71,0.0211,0.557,0.0182,0.384,51,10.93,9.87,40.37
"RF304","RegentsParkFields","1",0.540401759267521,-0.249317710638329,3.10460250220648,2.08162053658858,3.29776589109608,6.04937377521438,5.93,1.45,0.0221,0.469,0.0139,0.147,47.16,5.21,16.16,35.51
"RF305","RegentsParkFields","1",0.512874792004449,-0.251665188029138,3.08311745306883,2.28865031994919,2.82204900909113,9.0747778371142,8.92,1.51,0.0221,0.524,0.0146,0.142,49.22,5.08,23.49,38.71
"RF306","RegentsParkFields","1",0.644327301161699,-0.0504980400930186,3.22608792482931,2.08981682724136,3.15527685290176,10.2893490688443,10,1.46,0.0249,0.578,0.046,0.248,56.72,11.49,6.91,41.97
"RF307","RegentsParkFields","1",0.452987772428325,-0.181428679160214,3.05200186398314,2.37726750466579,2.92233646759994,6.57965587025318,6.46,1.29,0.022,0.376,0.0118,0.113,47.89,2.15000000000001,18.34,37.37
"RF308","RegentsParkFields","1",0.580104466438836,-0.215026492351614,3.13878600416571,2.04736987874041,2.60692607776601,10.1735747263613,10,1.29,0.0242,0.505,0.0137,0.185,51.15,8.83,24.46,38.41
"RF309","RegentsParkFields","1",0.48306184558428,-0.285185927878607,3.00713049972845,2.22285204061235,2.65154636360328,8.52508361535976,8.34,1.29,0.0235,0.382,0.0242,0.121,49.88,4.5,26.28,36.95
"RF310","RegentsParkFields","1",0.387800042350882,-0.168648602801309,3.13916164810575,2.29418019564758,2.65346881071667,10.1401780386767,9.97,1.3,0.0271,0.398,0.00846,0.34,53.4,3.24,22.03,39.12
"RF311","RegentsParkFields","1",0.396194026961702,-0.12866111940526,2.98123990134613,2.21765517808124,2.26878901624554,15.4287311292673,15.1,1.21,0.0359,0.422,0.0201,0.192,57.02,9.23,24.86,41.6
"RF312","RegentsParkFields","1",0.49729040544787,-0.242763750431241,3.15300827393259,2.19119018145964,2.90524304901431,7.11883510114392,6.95,1.28,0.0236,0.502,0.0251,0.107,48.62,4.66,20.45,36.44
"RF313","RegentsParkFields","1",0.485990356812822,-0.205051688033038,3.1822339211637,2.25388967212335,3.02983093416394,9.03798774445955,8.78,1.54,0.0289,0.647,0.037,0.104,51.38,7.31,16.75,39.7
"RF314","RegentsParkFields","1",0.44804199424266,-0.111979156931856,3.22329210841704,2.19706337554897,3.41462516094656,9.42799749386785,9.09,1.64,0.037,0.714,0.0476,0.113,51.68,9.89,6.26,41.08
"RF315","RegentsParkFields","1",0.581238992184502,-0.10142420555738,3.16507417745254,2.1864764259815,3.40277732832255,7.74565781496482,7.58,1.52,0.0233,0.574,0.0214,0.133,50.35,7.73999999999999,7.46,39.24
"RF316","RegentsParkFields","1",0.661614533026084,-0.149929444958073,3.10134714498739,2.01305944322901,3.37403358113598,8.88143110065327,8.67,1.57,0.0223,0.527,0.0329,0.18,51.35,10.49,9.45,39.22
"RF317","RegentsParkFields","1",0.510685683823534,-0.192831796235532,3.02085461189311,2.24839666469437,3.26644212790013,6.01210738063446,5.92,1.41,0.0217,0.428,0.00379,0.0481,46.03,3.94,14.63,36.19
"RF318","RegentsParkFields","1",0.527510922623921,-0.197119949841696,3.13980096682951,2.16896884229208,3.10928555431808,7.28707590066278,7.16,1.42,0.0234,0.518,0.00963,0.136,47.86,5.72,16.79,37.26
"RF319","RegentsParkFields","1",0.412992914161054,-0.0897750154704091,3.08664603501478,2.13325156560867,3.19356679002196,7.53404435161883,7.39,1.04,0.0286,0.362,0.00685,0.122,50.44,4.12,9.72,35.19
"RF320","RegentsParkFields","1",0.434331632356311,-0.163574085828781,2.99086805696874,2.51620399335224,2.8752821824157,8.90780957999717,8.77,1.5,0.0248,0.483,0.00575,0.0316,50.09,3.48,19.24,39.99
"RF321","RegentsParkFields","1",0.459712155337199,-0.0901168884780038,2.82051914320688,2.52335475760747,2.89096447501441,11.5785330289254,11.4,1.61,0.0275,0.392,0.00629,0.0383,52.53,6.45,15.9,42.71
"RF322","RegentsParkFields","1",0.490276647485497,-0.248605190663269,3.05620178895258,2.28845874484132,2.85161358910233,7.88504373685179,7.76,1.42,0.0232,0.496,0.00714,0.0641,47.81,4.45,23.18,37.43
"RF323","RegentsParkFields","1",0.490857772549181,-0.211109796087418,3.07634018628784,2.23530671256969,2.83105424863229,8.44052070282007,8.27,1.3,0.0249,0.479,0.0177,0.0749,49.53,5.43,20.68,37.51
"RF324","RegentsParkFields","1",0.604778698714734,-0.0621843111757367,2.69258136110487,2.30132174396471,3.18719472025257,13.260629016039,13.1,1.69,0.023,0.319,0.00485,0.0715,52.25,10.05,10.52,42.49
"RF325","RegentsParkFields","1",0.471539985238155,-0.177561739036395,3.12711568945748,2.32062659828127,3.21060991733208,6.14980873630508,6.03,1.43,0.0245,0.54,0.01,0.0414,47.41,3.89,14.38,37.26
"RF326","RegentsParkFields","1",0.43723527793898,-0.165608981021329,2.98421488968158,2.3208524962468,3.32862279264741,6.01426179102354,5.92,1.34,0.023,0.365,0.00269,0.0559,46.42,1.9,12.33,35.7
"RF327","RegentsParkFields","1",0.582338081906036,-0.0117383904084542,2.86756031182696,2.20570074540078,3.04796759183109,13.2729568337884,13.1,1.47,0.0255,0.363,0.00412,0.158,53.75,10.43,9.71,42.09
"RF328","RegentsParkFields","1",0.449340527510619,-0.171382713243799,3.12733103730425,2.3195908974031,3.23971724550243,6.37262799311725,6.24,1.4,0.0248,0.515,0.0135,0.0749,47.29,3.29,13.33,37.05
"RF329","RegentsParkFields","1",0.53981605365662,-0.191467943131663,3.19203081821295,2.11787050840888,3.23418685246821,6.88200684559757,6.71,1.35,0.0245,0.582,0.0262,0.0729,48.45,6.56,13.3,36.55
"RF330","RegentsParkFields","1",0.442260329632306,-0.186923098830212,3.05785803625771,2.227097908611,3.3685074856534,5.4688130540715,5.38,1.28,0.0228,0.397,0.00291,0.0844,44.7,1.83,12.53,34.39
"RF331","RegentsParkFields","1",0.434503715312477,-0.150896389278703,3.16674372479688,2.28735191985156,3.21620508636355,6.05484441987026,5.95,1.25,0.0243,0.505,0.00479,0.0747,46.44,2.43,12.93,35.79
"RF332","RegentsParkFields","1",0.417265440018373,-0.106645274893972,3.10494219734327,2.2440799295846,3.24542309394525,7.65432890842464,7.49,1.28,0.0292,0.464,0.0125,0.102,48.3,4.59,10,37.2
"RF333","RegentsParkFields","1",0.558994453233552,-0.119782623642262,3.10962590003092,2.23711272865513,3.36921846376374,8.36634082904036,8.17,1.55,0.0231,0.531,0.0292,0.149,49,7.01000000000001,8.34,39.59
"RF334","RegentsParkFields","1",0.49496741066829,-0.152258009722996,3.02720085367021,2.23165476566853,3.06832654954871,8.99194270165875,8.81,1.38,0.0247,0.409,0.0195,0.158,48.95,5.64,14.53,38.42
"RF335","RegentsParkFields","1",0.441371283368214,-0.210330259601719,3.18353501670626,2.28941369612129,2.99284498217118,6.3036687842119,6.18,1.26,0.0241,0.53,0.0114,0.0746,47.81,2.65000000000001,18.56,36.01
"RF336","RegentsParkFields","1",0.454233579803411,-0.12529178917855,2.9780366847748,2.37139300094565,3.41316207728238,8.06080019036061,7.92,1.65,0.0263,0.447,0.0072,0.12,49.65,4.67,9.77,39.5
"RF337","RegentsParkFields","1",0.437657490287854,-0.235430892144569,3.05673801682818,2.18996240633303,3.09311970506489,5.57715616631319,5.48,1.16,0.0229,0.365,0.0058,0.0801,45.7,1.74,18.33,33.67
"RF338","RegentsParkFields","1",0.451411660136286,-0.193264772973454,3.18115739702229,2.2155029839746,3.31778538645153,6.10269464667513,5.99,1.32,0.0236,0.534,0.00875,0.103,46.44,2.72,13.28,35.14
"RF339","RegentsParkFields","1",0.540730545537061,-0.22533037824162,3.03844217253556,2.13816074029135,2.754057383945,10.0765655810255,9.89,1.38,0.0256,0.492,0.0157,0.0966,50.54,8.04000000000001,22.85,38.37
"RF340","RegentsParkFields","1",0.45091043474095,-0.22569916777388,3.20548034476183,2.12829438187244,2.63806508092399,11.003954644437,10.8,1.23,0.03,0.655,0.0111,0.079,52.96,7.15,24.5,37.29
"RF341","RegentsParkFields","1",0.420297730105518,-0.17055350416588,3.06646899191185,2.23351020553043,3.17421074456221,5.9751815425053,5.87,1.13,0.0244,0.382,0.00511,0.0591,46.79,1.94,14.1,34.35
"RF342","RegentsParkFields","1",0.498684253424563,-0.176574070769623,3.09816758861725,2.20393138708493,2.93734942093323,8.0415366692625,7.87,1.36,0.0261,0.455,0.0179,0.148,49.8,6.16999999999999,17.66,38.33
"RF343","RegentsParkFields","1",0.572718725802003,-0.0967369558947811,3.15021877046695,2.1274721843822,3.04260890130536,8.10050783639196,7.93,1.3,0.0243,0.457,0.02,0.184,49.82,8.01000000000001,12.1,39
"RF344","RegentsParkFields","1",0.659683336518298,-0.0211457737231716,3.08872039848106,2.05087061125779,3.26770672580436,9.9857065090897,9.81,1.45,0.0232,0.453,0.0164,0.229,52.45,11.18,5.94,40.89
"RP301","RegentsParkJapan","1",0.706478012542047,-0.0745314385041345,2.83100469419791,1.96031933560289,3.92774210396776,7.64652582902469,7.52,1.76,0.0212,0.477,0.0107,0.147,48.91,5.86,8.47000000000001,38.54
"RP302","RegentsParkJapan","1",0.692771135787102,-0.0390075934011614,3.03747526639,1.84934624559654,3.84740047399825,9.49016168534216,9.15,1.85,0.0227,0.583,0.0183,0.249,52.39,7.05,6.97,41.58
"RP303","RegentsParkJapan","1",0.709408599608452,-0.0190009638490208,3.04702557561042,1.82943651474361,3.89321183541086,9.70886180100327,9.23,1.9,0.0222,0.624,0.0206,0.175,52.5,9.33,5.14,42.6
"RP304","RegentsParkJapan","1",0.721310781864446,-0.0796455809032397,2.78341289976068,1.89917164879002,4.05989942409866,9.17516677646634,8.49,2,0.0203,0.484,0.0116,0.105,49.92,8.63,7.25,40.86
"RP305","RegentsParkJapan","1",0.653190261496154,-0.165320608450026,2.61668252196197,2.03420545287561,3.49719414308504,12.0123756134556,10.7,2.12,0.0234,0.343,0.00939,0.0544,52.06,3.39,19.42,43.81
"RP306","RegentsParkJapan","1",0.63556226340166,-0.06751494632306,2.55998637353181,2.03664015393862,3.97820677694368,16.8054597198544,12.9,2.64,0.0207,0.298,0.00274,0.0552,56.76,1.06,9.02,50.14
"RP307","RegentsParkJapan","1",0.613660194264027,-0.0377359382386883,2.54952841845429,1.9924001311039,4.00590621825455,20.7772740429966,15.3,2.77,0.0225,0.307,0.0067,0.0527,59.44,2.19,6.82000000000001,52.71
"RP308","RegentsParkJapan","1",0.583916528616345,-0.00390481090217876,2.5581627907503,1.98409228630259,4.03127839672626,24.1471762253608,17.1,2.9,0.0234,0.291,0.00282,0.103,61.86,0.560000000000002,5.09,55.08
"RP309","RegentsParkJapan","1",0.52351510348463,0.0310866142427632,2.49799940163378,1.96151925876547,4.14747161992996,34.1716902572211,22,3.22,0.0273,0.323,0.00379,0.0841,66.41,0.600000000000009,1.93000000000001,59.69
"RP310","RegentsParkJapan","1",0.444223564419289,-0.00781996762615172,2.28873917083643,1.93308144063181,4.45549162702938,51.6817845252373,28.8,3.75,0.0318,0.335,0.00505,0.0837,70.54,0.579999999999998,0.61999999999999,63.93
"RP311","RegentsParkJapan","1",0.448765583663995,0.00426348125581344,2.30269908483871,1.93943888300283,4.36958395414151,51.1879332876465,28.9,3.69,0.0307,0.335,0.00384,0.0752,70.46,0.469999999999999,1.08000000000001,63.95
"RP312","RegentsParkJapan","1",0.529145847109407,0.0795645802099917,2.6096919710147,1.9498338638163,3.70822689796477,28.4557791129641,20.9,2.72,0.0284,0.296,0.00456,0.123,64.49,1.05,4.23,57.07
"RP313","RegentsParkJapan","1",0.60284997662384,0.0821530436722124,2.86261346859274,1.88217388201613,3.09192510291718,15.8553304284976,14.9,1.93,0.0257,0.261,0.00464,0.255,58.36,2.75,11.07,50.37
"RP314","RegentsParkJapan","1",0.614461875460693,-0.0680274907548861,2.73240803606653,2.00102727141249,2.93211297897958,14.0261942515595,13.6,1.83,0.0262,0.326,0.0099,0.0841,55.51,3.37,20.85,46.21
"RP315","RegentsParkJapan","1",0.61290439271384,-0.123353763943158,2.64677587616253,2.01663263952397,3.17312283177628,15.1336037275375,13.5,2.1,0.0262,0.322,0.0121,0.063,55.52,3,20.95,46.92
"RP316","RegentsParkJapan","1",0.619172519235131,-0.0615290009970253,2.63125270103833,2.06197501643141,3.5627164956768,16.5584343913074,13.5,2.41,0.0226,0.329,0.00547,0.0245,57.22,0.880000000000003,13.48,50
"RP317","RegentsParkJapan","1",0.388513910372252,0.0963650785364402,2.38330659925941,1.95720304095782,3.96184201732393,54.0803994990736,32,3.45,0.0373,0.376,0.00585,0.0242,72.81,0.599999999999994,0.730000000000004,65.92
"RP318","RegentsParkJapan","1",0.450292039630529,0.016456633299525,2.35266724004372,1.98041152664682,4.23397191312812,46.2896918535935,27.3,3.52,0.0328,0.355,0.00452,0.0219,69.58,0.510000000000005,1.89,62.87
"RP319","RegentsParkJapan","1",0.467714731416633,0.0424191262480856,2.40224546726202,1.97984811642867,4.24348120167999,43.4023202667704,26,3.47,0.0315,0.353,0.00396,0.0224,69.38,0.490000000000009,0.329999999999998,62.8
"RP320","RegentsParkJapan","1",0.540584922224725,-0.0331683113952334,2.45832323061687,2.00413216619926,4.23665978758433,31.71274142668,20.2,3.29,0.0267,0.339,0.00729,0.031,64.92,0.5,4.13,58.47
"RP321","RegentsParkJapan","1",0.586878065106826,-0.0261463416615877,2.5441310246818,2.01907016993023,4.15656312954141,23.2103016201,16.2,2.97,0.0243,0.331,0.00372,0.0462,61.14,0.670000000000002,4.73,54.65
"RP322","RegentsParkJapan","1",0.638029718237454,-0.0253221475430517,2.59023037632006,2.07054327174675,4.07357520334568,14.7761651656336,11.6,2.57,0.0216,0.304,0.00295,0.0241,56.29,0.589999999999996,5.39,49.7
"RP323","RegentsParkJapan","1",0.667783347391288,-0.0918700302176531,2.60310341138661,2.09611796198354,3.93618707877933,10.7818204683801,9.09,2.33,0.0199,0.31,0.00405,0.0316,52.26,0.640000000000001,10.47,45.56
"RP324","RegentsParkJapan","1",0.677242184192818,-0.114776614370535,2.60077859020757,2.06324578521569,4.10123018944836,9.79955940143314,8.39,2.28,0.0195,0.309,0.00366,0.109,50.15,0.900000000000006,9.63,43.15
"RP325","RegentsParkJapan","1",0.686945377171918,-0.0940211954873232,2.67874121410337,2.02899438286356,3.86087883667453,9.08193996059241,8.22,2.08,0.02,0.333,0.00577,0.104,50.47,2.64,11.14,42.64
"RP326","RegentsParkJapan","1",0.705734998224949,-0.122965081882449,2.62939633016828,2.0336073828384,4.12693573765781,8.6344326844888,7.55,2.21,0.0178,0.347,0.00538,0.0942,49.34,2.85,9.54,41.87
"RP327","RegentsParkJapan","1",0.716115218771467,-0.123024263524316,2.70439530971807,1.94693682197937,4.21682341354743,9.68336803500235,8.38,2.24,0.0181,0.437,0.011,0.122,50.17,5.78,7.96,41.92
"RP328","RegentsParkJapan","1",0.706862079609044,-0.124615831289957,2.61266345994583,2.03992753279733,4.16828320387735,8.41437751391753,7.46,2.16,0.0179,0.349,0.00546,0.091,48.55,3,9.05,40.87
"RP329","RegentsParkJapan","1",0.685091629182887,-0.0898485755067501,2.61892007054274,2.03661449842025,4.0072667566427,10.2242704551228,8.84,2.24,0.0181,0.292,0.0033,0.118,50.92,1.48999999999999,9.43,43.88
"RP330","RegentsParkJapan","1",0.641676237194109,-0.0495457693582972,2.56884522588253,2.02401029272462,4.30527348637563,16.2674899803776,12.2,2.74,0.0207,0.32,0.00297,0.0774,56.76,1.14,3.97,49.85
"RP331","RegentsParkJapan","1",0.593630655310244,-0.0341894413260179,2.50713508030022,2.0331778438305,4.19877208507367,23.0203998476989,16,2.99,0.0232,0.316,0.00279,0.0295,60.98,0.530000000000001,4.74,54.39
"RP332","RegentsParkJapan","1",0.532798153672378,-0.0479074872255835,2.4918598730804,2.00674443896561,3.81498464942126,31.9742230064857,21.3,3.09,0.0267,0.352,0.00442,0.0265,64.4,0.660000000000011,10.32,57.99
"RP333","RegentsParkJapan","1",0.484216893793051,0.0200564787853063,2.40617360793986,1.97875427902813,4.33464522285972,41.9872946109021,25,3.51,0.03,0.364,0.00389,0.029,68.93,0.530000000000001,0.459999999999994,62.14
"RP334","RegentsParkJapan","1",0.614286449317168,-0.0278994953707806,2.54948689674782,2.05112066074312,4.18572131889492,18.597150233799,13.6,2.82,0.0231,0.313,0.00318,0.0209,58.76,0.670000000000002,4.35,52.33
"RP335","RegentsParkJapan","1",0.656937329283797,-0.122673158676244,2.72698199057982,1.91428653331226,4.03807908182116,16.3405391568446,12.4,2.69,0.0227,0.465,0.0206,0.0915,57.5,5.51,9.84999999999999,49.68
"RS401","RussellSq","1",0.535043705937998,0.039923421934652,2.95956537232714,3.70382710561656,3.06194525608281,8.61753744219486,8.49,1.34,0.0247,0.385,0.00348,0.0662,51.22,5.13,11.09,40.91
"RS402","RussellSq","1",0.498195392118788,0.0328277154104322,3.15296478347618,3.45023546988359,2.68441332454719,12.3573556770421,12.2,1.36,0.0251,0.336,0.00258,0.387,54.68,5.85,16.23,43.48
"RS403","RussellSq","1",0.389370457831095,0.122187698569339,3.07539141924816,3.40698436467181,2.53903623145241,28.2047558367112,27.7,1.64,0.0432,0.382,0.0141,0.365,64.72,10.01,11.76,51.12
"RS404","RussellSq","1",0.548054170260908,-0.021184691383501,3.21782179743141,3.23654530871118,2.89050530307468,10.1721440887212,9.99,1.47,0.0242,0.399,0.0162,0.429,52.49,2.88,15.45,42.64
"RS405","RussellSq","1",0.480194456257175,0.0926084770135704,3.29235926677647,3.63138401155177,2.57240567469127,19.1740501488002,18.7,1.43,0.0518,0.459,0.0161,0.4,61.35,11.02,13.02,47.38
"RS406","RussellSq","1",0.490495112064302,0.0422384078858231,3.32050282421508,3.29054733708568,2.62025719991519,14.9744862638861,14.7,1.6,0.0307,0.421,0.0167,0.377,57.41,6.5,15.07,47.95
"RS407","RussellSq","1",0.552083215046009,-0.0672032522847306,3.16198761319841,3.27556768350912,2.84559917413433,9.85303494050581,9.65,1.54,0.0237,0.424,0.0242,0.305,51.99,2.62,17.85,42.94
"RS408","RussellSq","1",0.543684030242185,0.0551789303626012,3.3172167772242,3.03166639461581,2.76026496851936,13.3916631053618,13.1,1.64,0.0287,0.44,0.0284,0.261,57.21,2.51,11.56,48.39
"RS409","RussellSq","1",0.547969485541037,0.0268947104559642,3.12943321877146,3.32102161724417,2.87114434388718,10.4704967627693,10.3,1.45,0.0261,0.374,0.0091,0.259,53.18,3.25,13.61,43.53
"RS410","RussellSq","1",0.513855953081509,0.0626922333055749,3.03348995302671,3.55081886798028,2.61858458441713,12.7965611254676,12.6,1.33,0.03,0.342,0.00429,0.117,56.06,5.74,15.24,44.42
"RS411","RussellSq","1",0.542570224166241,-0.0171288682409207,3.00688157647739,3.47937362847215,2.79222791311413,10.3505315086602,10.2,1.37,0.0256,0.369,0.00445,0.194,52.96,3.62,17.54,41.59
"RS412","RussellSq","1",0.534728057463428,0.0671862939765608,3.02465810798666,3.43526947891225,2.83424639051933,11.4654135808252,11.3,1.46,0.0271,0.362,0.00363,0.0589,54.74,3.98999999999999,12.26,44.79
"RS413","RussellSq","1",0.513576284223756,0.0477194094525134,3.15816727872345,3.44026395342764,2.8339742094694,11.6701463931822,11.5,1.48,0.0259,0.403,0.00622,0.234,54.55,5.27,13.12,44.63
"RS414","RussellSq","1",0.559567077134711,-0.0229238943903848,3.01445092109578,3.38240695150211,3.16968987559144,9.45287313231961,9.31,1.54,0.0231,0.44,0.00831,0.178,51.31,2.04,12.71,41.31
"RS415","RussellSq","1",0.528991107359509,0.0814853292291721,3.15109015696225,3.33827796060781,2.70288695673696,12.8094020024001,12.6,1.49,0.0303,0.377,0.00706,0.148,56.84,4.56,12.76,46.61
"RS416","RussellSq","1",0.5522584681729,0.0894328942203224,3.20999171273248,3.35883194444389,2.81615816822004,12.1298170769528,11.9,1.46,0.0341,0.466,0.00849,0.132,56.16,4.22000000000001,10.81,45.73
"RS417","RussellSq","1",0.546453693957744,0.0248453751410226,3.14942913117487,3.40019600360486,2.64067804021886,11.5874333923783,11.4,1.4,0.0291,0.473,0.00626,0.1,55.01,3.54,16.87,44.24
"RS418","RussellSq","1",0.511145167793289,-0.00393357448723899,2.99688716262288,3.61521390792875,2.47974845240721,12.9040668185043,12.7,1.26,0.0295,0.358,0.00668,0.148,55.21,5.75,20.57,42.69
"RS419","RussellSq","1",0.532929389089784,0.08834252472309,3.2257707028211,3.24713726680211,2.57443417874163,12.4819477680947,12.3,1.27,0.0286,0.32,0.00339,0.384,55.81,3.92,14.47,44.59
"RS420","RussellSq","1",0.482477239061316,0.0100939219909641,3.06786716310422,3.65804204912422,3.04327996960475,11.3521974045877,11.2,1.54,0.0235,0.39,0.00571,0.276,52.57,7.36,12.64,42.96
"RS421","RussellSq","1",0.489581577227001,0.0950380773722588,3.24371725525793,3.3888658723822,2.71745042557871,13.2999800634244,13.1,1.48,0.028,0.336,0.00699,0.355,56.43,6.84,11.83,46.75
"RS422","RussellSq","1",0.487171706423467,0.087375832850157,3.07985251435061,3.58503680117093,2.75619665463039,13.5988258079616,13.4,1.41,0.0269,0.406,0.0077,0.0886,56.83,6.51000000000001,11.78,45.38
"RS423","RussellSq","1",0.52914703864221,0.0532489217589132,3.02036941524539,3.47880988348885,2.87054902182398,11.1622866531811,11,1.46,0.0272,0.339,0.00335,0.128,54.61,4.69,12.62,44.15
"RS424","RussellSq","1",0.49400481473528,0.06942465303963,2.95090619863415,3.79953827223124,2.99836850002848,10.1434074389197,10,1.42,0.0254,0.32,0.00321,0.0661,53.61,7.77,10.17,43.2
"RS425","RussellSq","1",0.539759851889169,0.0324603984050549,2.91557945638612,3.69965409427803,3.18454378165006,7.95711591924443,7.84,1.37,0.0232,0.364,0.00424,0.07,50.24,4.72000000000001,9.9,40.31
"RS426","RussellSq","1",0.464799179375551,0.11928712436938,3.02687755772243,3.8412339343627,2.90896144171176,12.5857961921988,12.4,1.4,0.0278,0.366,0.00534,0.0521,55.65,9.33000000000001,8.3,45
"RS427","RussellSq","1",0.520866435953495,0.045351806072594,3.03680987033676,3.49616440267141,3.03576441559024,11.3679893716164,11.2,1.6,0.0263,0.404,0.00576,0.0877,54.74,4.98,10.69,44.78
"RS428","RussellSq","1",0.50620464620649,0.0913213600549657,3.08084581980768,3.46995744855582,2.82544897965654,13.0926419619405,12.9,1.54,0.0291,0.362,0.00398,0.105,56.78,5.91,10.91,46.59
"RS429","RussellSq","1",0.564778551970762,0.0243316650174472,2.95450947700889,3.51303970820811,3.07133947705527,8.30385616739431,8.17,1.38,0.0254,0.351,0.00543,0.108,51.47,3.06,11.65,41.03
"RS430","RussellSq","1",0.465229882581538,0.0194394091308989,3.02330996360476,3.93898033624831,3.16920783110919,11.0597547649841,10.9,1.52,0.0251,0.465,0.00605,0.142,52.98,9.49,10.54,42.12
"RS431","RussellSq","1",0.490999103050949,0.0118502225777315,3.06524470308642,3.70753770583438,3.17749352836753,11.1577654168637,11,1.63,0.0248,0.488,0.00572,0.137,53.24,7.17,10.8,43.3
"RS432","RussellSq","1",0.47097292478477,0.0816561621753631,3.15790717533869,3.49332431669205,2.80035690726098,14.3156170948002,14.1,1.67,0.0283,0.375,0.00809,0.174,57.79,7.82,11.3,48.39
"RS433","RussellSq","1",0.496959583658876,0.0381458913424704,3.0811980008529,3.77693091912794,3.09913892715935,9.84400870114745,9.69,1.47,0.0249,0.454,0.00786,0.135,52.89,7.58,10.24,42.52
"RS434","RussellSq","1",0.513977320538065,0.14569271786692,3.17529390276233,3.43008139797136,2.77894239979082,12.8032208349326,12.6,1.48,0.0303,0.389,0.00551,0.0725,58.4,5.82,8.34,47.67
"RS435","RussellSq","1",0.534559852606402,0.00365449010014102,2.99798724527042,3.72164828290341,3.16205725967404,8.99112005252561,8.82,1.43,0.0265,0.457,0.0134,0.0849,51.68,5.49,10.96,40.85
"RS436","RussellSq","1",0.488942918323723,0.142483045060746,3.13828253106876,3.49037548409797,2.76425803442102,15.2355941483386,15,1.53,0.0328,0.398,0.00401,0.0798,58.43,7.06,8.79,48.28
"RS437","RussellSq","1",0.51884522601126,-0.0336368145246004,3.09570843500573,3.73136474398451,3.15628282169654,8.27471475407716,8.13,1.48,0.0226,0.509,0.0133,0.182,50.06,6.09999999999999,13.1,40.52
"RS438","RussellSq","1",0.507037841599843,0.140915676514338,3.13326012896805,3.2535963371067,2.68340357235795,15.2234181681106,15,1.53,0.0305,0.314,0.00471,0.154,58.45,4.85,9.81999999999999,48.81
"RS439","RussellSq","1",0.516218574655047,0.0428836346455869,3.0463485295248,3.56150865954537,2.84170567002228,11.3806601028089,11.2,1.42,0.0262,0.393,0.00932,0.104,53.62,5.34,13.08,43.78
"RS440","RussellSq","1",0.429145912818686,0.086956056700135,3.08904511884555,3.89372278156923,2.8862050073108,13.6197221727942,13.4,1.54,0.0274,0.371,0.012,0.141,56.66,11.53,9.71000000000001,46.4
"SM401","SanMarco","1",0.358275323936532,-0.315366803355577,2.31644947915956,1.94520246852465,2.94515722995342,6.29128816644561,6.17,0.92,0.0272,0.323,0.00588,0.14,48.05,2.11,17.39,32.16
"SM402","SanMarco","1",0.347595642787411,-0.227464022523492,2.52695364479979,1.91252561535243,2.77608564805756,7.75153370176301,7.61,0.939,0.0287,0.316,0.00498,0.17,51.16,2.04,16.78,34.81
"SM403","SanMarco","1",0.351881811923086,-0.187685714355632,2.5988455946281,1.94798323045466,2.89700462509758,7.05110053614596,6.93,1.13,0.0264,0.332,0.00387,0.084,49.09,2.02,13.94,36.57
"SM404","SanMarco","1",0.343170236894431,-0.275872478869901,2.55987853480206,1.90636808464168,2.66641438060575,7.93173988765179,7.79,1.11,0.0266,0.383,0.00753,0.0688,49.38,3.73,20.95,35.89
"SM405","SanMarco","1",0.350564965783401,-0.226242541796436,2.57157474461652,1.88755205951778,2.97896348670134,6.82244013899306,6.7,1.16,0.0255,0.399,0.0066,0.0624,48.86,4.41,14.07,35.76
"SM406","SanMarco","1",0.344493491862629,-0.329926665011897,2.53348206187048,1.92072567654049,2.7586363273108,7.56491816613863,7.44,1.25,0.0244,0.459,0.00637,0.0269,48.27,4.04,22.15,35.53
"SM407","SanMarco","1",0.346194147650706,-0.319868535963723,2.55640511158508,1.89919561391812,2.85613566718467,7.21357465508421,7.1,1.3,0.0223,0.454,0.00673,0.06,47.48,3.98999999999999,20.3,35.69
"SM408","SanMarco","1",0.344700099381198,-0.386277889068259,2.35338994656515,1.88031673490102,2.78231293087539,7.32744436937877,7.2,1.16,0.0244,0.41,0.00811,0.035,47.98,5.56,23.59,33.62
"SM409","SanMarco","1",0.356033592526894,-0.311568145507417,2.40264456823648,1.94178318047311,2.94869484513631,6.17914412506225,6.07,1.09,0.0238,0.385,0.00672,0.0562,46.59,3.26,17.72,33.66
"SM410","SanMarco","1",0.336280617233576,-0.283813666558735,2.71630455106006,1.82262659806041,2.63064152549171,8.72579850165597,8.56,1.22,0.0291,0.488,0.00878,0.106,49.85,5.51,22.16,36.86
