"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA"
"MG310","MonumentoGaribaldi","1",0.44881911134642,-0.0436672140883348,NA,NA,NA,7.52555927718236,7.34,1.49,0.0301,0.444,0.0192,0.147,50.14,8,6.4
"MG311","MonumentoGaribaldi","1",0.341257256609724,-0.000421344742389387,NA,NA,NA,16.2760358280474,14.7,2.04,0.0337,0.668,0.0706,0.264,58.85,11.54,2.33
"MG312","MonumentoGaribaldi","1",0.444209159359256,-0.00651188004535483,NA,NA,NA,8.80879129663879,8.65,1.61,0.0232,0.38,0.0151,0.199,52.16,7.16,4.22000000000001
"MG313","MonumentoGaribaldi","1",0.427372052230781,-0.0687089191283289,NA,NA,NA,7.28011686946347,7.12,1.46,0.0225,0.318,0.0228,0.202,48.45,6.37,11.17
"MG314","MonumentoGaribaldi","1",0.537330348818749,-0.132782280743462,NA,NA,NA,6.03495571689018,5.91,1.61,0.0205,0.378,0.0186,0.19,46.25,5.76,5.27
"MG315","MonumentoGaribaldi","1",0.481128784529379,-0.122424764550797,NA,NA,NA,5.86141810274021,5.74,1.55,0.0228,0.355,0.0146,0.135,46.51,5.87,9.54
"MG316","MonumentoGaribaldi","1",0.526168403927114,-0.141483535494743,NA,NA,NA,6.10099666833066,5.98,1.59,0.0217,0.388,0.0149,0.119,46.03,7.07,6.11
"MG317","MonumentoGaribaldi","1",0.536119313325829,-0.129346954899229,NA,NA,NA,5.88605795818247,5.77,1.63,0.022,0.378,0.0135,0.169,46.41,5.77,5.12
"MG318","MonumentoGaribaldi","1",0.50361063565119,-0.10495388483817,NA,NA,NA,6.8201039657409,6.69,1.56,0.021,0.378,0.0162,0.181,47.16,6.7,6.53
"MG319","MonumentoGaribaldi","1",0.503870121704065,-0.0786069598058454,NA,NA,NA,7.16725611600391,7.04,1.69,0.0201,0.378,0.0151,0.231,48.94,11.87,2.27
"MG320","MonumentoGaribaldi","1",0.434013921869773,0.0276520648134288,NA,NA,NA,8.71176789955507,8.5,1.66,0.0265,0.359,0.0275,0.386,53.45,10.81,2
"MG321","MonumentoGaribaldi","1",0.347066597521247,-0.0152546279934992,NA,NA,NA,9.45003738568028,8.4,2.14,0.0187,0.444,0.0269,0.37,55.06,17.32,4.89
"MG322","MonumentoGaribaldi","1",0.389605639762629,-0.101842993658236,NA,NA,NA,11.0695566139619,9.66,2.19,0.0238,0.681,0.0561,0.249,54.15,16.34,3.13
"MG323","MonumentoGaribaldi","1",0.358164205313454,-0.049860324275644,NA,NA,NA,8.49632379531353,7.89,1.99,0.0176,0.413,0.0156,0.302,52.05,14.55,9.17
"MG324","MonumentoGaribaldi","1",0.33811406085617,0.0283985904755936,NA,NA,NA,9.62505952498577,9.27,1.85,0.0256,0.4,0.0199,0.327,54.92,13.41,7.12
"MG326","MonumentoGaribaldi","1",0.274145877737155,-0.0898343939743007,NA,NA,NA,8.05340784058359,7.91,1.57,0.0223,0.48,0.0141,0.167,47.96,13.29,22.55
"MG327","MonumentoGaribaldi","1",0.391435537229299,0.0487976010260639,NA,NA,NA,11.779839933484,11.1,1.92,0.0219,0.452,0.0397,0.51,56.21,12.3,1.33
"MG328","MonumentoGaribaldi","1",0.396381403466439,0.016136256244005,NA,NA,NA,10.7467143171275,10.4,1.83,0.0223,0.387,0.0269,0.381,54.17,10.64,4.34
"MG329","MonumentoGaribaldi","1",0.414531767481036,0.0514430561332299,NA,NA,NA,8.54176439119442,8.36,1.39,0.0272,0.333,0.0175,0.464,51.25,9.86,7.14
"MG330","MonumentoGaribaldi","1",0.371275384209407,0.0481310702693504,NA,NA,NA,12.5037922815497,11.9,1.87,0.0241,0.383,0.0594,0.475,57.41,12.76,1.18000000000001
"MG331","MonumentoGaribaldi","1",0.45413024641205,-0.0251838357998056,NA,NA,NA,7.97254513680661,7.75,1.74,0.0208,0.381,0.0435,0.381,52.56,10.78,1.56
"MG332","MonumentoGaribaldi","1",0.432759235323153,-0.0204658765949837,NA,NA,NA,8.88796017129792,8.57,1.81,0.0191,0.407,0.0576,0.415,53.97,13.76,0.410000000000004
"MG333","MonumentoGaribaldi","1",0.416008872498253,0.0219401169667525,NA,NA,NA,8.91274913235561,8.71,1.61,0.0221,0.453,0.0303,0.299,53.72,16.18,1.4
"MG334","MonumentoGaribaldi","1",0.360119914437832,0.0581925668239633,NA,NA,NA,12.1264602746159,11.8,1.7,0.0237,0.422,0.0496,0.353,57.01,16.93,1.32
"PL301","PancrasLock","1",0.168346851341892,0.0486252571428306,NA,NA,NA,30.3027436298135,21.9,2.77,0.0313,0.314,0.00429,0.0266,66.19,0.849999999999994,3.61
"PL302","PancrasLock","1",0.229053521641426,0.0245498127965786,NA,NA,NA,22.6837271855554,17.7,2.53,0.0279,0.312,0.00383,0.0348,63.09,0.990000000000002,3.92999999999999
"PL303","PancrasLock","1",0.28492326376134,-0.00536630524662626,NA,NA,NA,17.2531949506981,14.4,2.32,0.0264,0.328,0.00416,0.0385,60.02,1.96,4.57999999999999
"PL304","PancrasLock","1",0.357145257524047,-0.0648390576396355,NA,NA,NA,8.98209510215572,8.86,1.73,0.023,0.301,0.00332,0.0662,52.34,2.66,10.85
"PL305","PancrasLock","1",0.306386663034896,-0.0408633182631111,NA,NA,NA,10.2497165058565,9.92,1.84,0.0249,0.306,0.00806,0.0964,54.41,2.18,11.81
"PL306","PancrasLock","1",0.251447814603645,-0.139451149088786,NA,NA,NA,11.1451831631083,9.91,2.13,0.0242,0.316,0.0138,0.0457,52.56,1.47,18.84
"PL307","PancrasLock","1",0.166516081627314,0.00371889249904359,NA,NA,NA,19.9720250922467,16.5,2.34,0.0293,0.323,0.00692,0.0259,60.91,0.719999999999999,12.58
"PL308","PancrasLock","1",0.234794679947826,-0.0760523756057271,NA,NA,NA,13.6812309544644,12.3,2.08,0.0262,0.33,0.00887,0.0793,54.69,2.19,17.02
"PL309","PancrasLock","1",0.381553185203428,-0.00349604088925645,NA,NA,NA,10.4497897984206,10.3,1.75,0.0251,0.294,0.00474,0.176,54.67,3.79,5.52
"PL310","PancrasLock","1",0.276545496189436,-0.00585358313505754,NA,NA,NA,10.6698302679422,10.5,1.67,0.0263,0.362,0.00806,0.121,54.64,4.61,14.53
"PL311","PancrasLock","1",0.339639647370695,-0.000901843939076961,NA,NA,NA,10.3554145610998,10.2,1.67,0.0258,0.329,0.00554,0.151,54.46,3.01,9.15
"PL312","PancrasLock","1",0.375263183815096,-0.0158542579154071,NA,NA,NA,10.248037835239,10.1,1.64,0.0242,0.36,0.00609,0.135,53.67,5.91,8.06
"PL313","PancrasLock","1",0.401706814272468,-0.0193876937481597,NA,NA,NA,9.30772314110593,9.18,1.58,0.0233,0.311,0.00378,0.0716,53.43,3.94,5.81
"PL314","PancrasLock","1",0.287318961024568,0.0950283618554192,NA,NA,NA,16.6389287614427,16.4,1.74,0.0275,0.395,0.0099,0.182,59.74,6.31,5.94
"PL315","PancrasLock","1",0.187323564873748,0.0171313755595452,NA,NA,NA,13.9216122774389,13.7,1.55,0.0285,0.347,0.0101,0.0825,55.33,4,20.48
"PL316","PancrasLock","1",0.279168893118727,-0.0167925704976447,NA,NA,NA,15.4723120387189,13.4,2.2,0.027,0.311,0.00406,0.0284,58.63,0.920000000000002,7.02999999999999
"PL317","PancrasLock","1",0.218492036011471,0.0291981364767803,NA,NA,NA,24.2264955513924,18.7,2.56,0.0307,0.307,0.0043,0.0239,63.67,0.719999999999999,3.73
"PL318","PancrasLock","1",0.150891361356598,0.0421865095501396,NA,NA,NA,33.0223255433981,23.1,2.88,0.0314,0.32,0.00386,0.0202,66.73,0.670000000000002,3.94
"PL319","PancrasLock","1",0.159311933282044,0.0565093562206653,NA,NA,NA,32.2921563807702,23.2,2.78,0.0318,0.305,0.00407,0.0312,66.6,0.690000000000012,3.51000000000001
"PL320","PancrasLock","1",0.150324741934231,0.0589614675574145,NA,NA,NA,34.2963431767768,24,2.87,0.0327,0.316,0.00453,0.022,67.51,0.679999999999993,2.70999999999999
"PL321","PancrasLock","1",-0.00999650207507125,0.0519264918305472,NA,NA,NA,74.3973266171312,39.3,3.86,0.0366,0.358,0.00646,0.034,74.67,1.48,1.48999999999999
"PL322","PancrasLock","1",0.326257937344541,-0.0701503156866939,NA,NA,NA,10.1820731399708,9.94,1.81,0.0239,0.369,0.00609,0.053,52.98,2.39,12.3
"PL323","PancrasLock","1",0.320711437602481,-0.0833509372633373,NA,NA,NA,9.73465310046692,9.6,1.72,0.0241,0.312,0.0036,0.0558,51.46,2.08,14.96
"PL324","PancrasLock","1",0.30040294628354,-0.0447489340440124,NA,NA,NA,10.7478267776119,10.6,1.71,0.0245,0.302,0.00437,0.0543,53.35,2.70999999999999,13.94
"PL325","PancrasLock","1",0.236709003945758,0.0796945780518647,NA,NA,NA,13.9377562181795,13.7,1.59,0.0306,0.317,0.0108,0.147,58.21,5.56,12.52
"PL326","PancrasLock","1",0.256988268355197,-0.103204883884728,NA,NA,NA,9.18605150435664,9.05,1.66,0.0223,0.319,0.00816,0.0549,50.34,2.4,22.07
"PL327","PancrasLock","1",0.255452102735911,0.0173465436199182,NA,NA,NA,13.7275625907871,13.5,1.66,0.0237,0.322,0.0192,0.272,55.16,9.86,16.51
"PL328","PancrasLock","1",0.332314778995665,-0.147005928732439,NA,NA,NA,8.33065183104037,8.03,1.86,0.0217,0.322,0.00558,0.027,49.76,1.68,16.53
"PL329","PancrasLock","1",0.297005474179877,-0.152170073031475,NA,NA,NA,8.48614086775479,8.15,1.87,0.0218,0.325,0.0113,0.0577,49.7,1.86,19.6
"PL330","PancrasLock","1",0.230660682778133,0.0341303522981854,NA,NA,NA,11.8965568322914,11.7,1.58,0.0295,0.387,0.00728,0.15,55.63,3.9,16.61
"PL331","PancrasLock","1",0.287769078933677,-0.0413222825638662,NA,NA,NA,10.2579908390237,10.1,1.7,0.0265,0.387,0.00549,0.0845,53.26,2.02,15.01
"PL332","PancrasLock","1",0.159249615959339,0.162100670930108,NA,NA,NA,22.4649203016671,22.1,1.66,0.0374,0.434,0.00922,0.104,63.06,10.71,12.26
"PL333","PancrasLock","1",0.255338203327688,0.0872849919897326,NA,NA,NA,20.7959713273634,20.5,1.76,0.0302,0.385,0.00826,0.168,59.52,11.06,9.66999999999999
"PL334","PancrasLock","1",0.31666997854605,-0.038911360504212,NA,NA,NA,9.65794051511359,9.51,1.7,0.0265,0.331,0.00417,0.101,53.15,2.75,13
"PL335","PancrasLock","1",0.318037438291869,-0.0250633956914793,NA,NA,NA,10.6751207077771,10.5,1.72,0.0274,0.411,0.00789,0.0812,54.4,3.61000000000001,11.16
"PL336","PancrasLock","1",0.140046836175161,0.0428241470975534,NA,NA,NA,37.3896293852929,24.9,3.05,0.0337,0.357,0.00415,0.0173,68.09,0.940000000000012,2.45
"PL337","PancrasLock","1",0.211469651952701,0.0377717540997033,NA,NA,NA,23.4855626802493,18.5,2.49,0.0304,0.315,0.00452,0.0389,63.45,0.68,4.70999999999999
"PL338","PancrasLock","1",0.219119092086921,0.0447730276982216,NA,NA,NA,23.8821594481066,18.8,2.49,0.031,0.309,0.00376,0.023,63.88,0.809999999999995,3.43
"PL339","PancrasLock","1",0.0520138189817875,0.0631678398357695,NA,NA,NA,55.5251143169518,32.5,3.49,0.0361,0.336,0.00499,0.0223,72.43,0.440000000000012,1.36999999999999
"PL340","PancrasLock","1",0.207426392486945,0.0408699220171382,NA,NA,NA,26.7080714349155,20.2,2.62,0.0314,0.297,0.00417,0.0426,64.53,1.01000000000001,3.2
"PL341","PancrasLock","1",0.165287086208443,0.0544373717837855,NA,NA,NA,29.4206699073078,21.8,2.68,0.0312,0.312,0.006,0.0395,65.8,0.919999999999987,4.55
"PL401","PancrasLock","1",0.249528118058816,-0.00140765829247232,NA,NA,NA,21.7623338005031,17.1,2.51,0.0282,0.329,0.00954,0.029,62.09,1.67,3.95
"PL402","PancrasLock","1",0.274366014854968,-0.0600912214139634,NA,NA,NA,9.80732850471601,9.63,1.72,0.0257,0.36,0.0137,0.113,52.79,2.87,17.08
"PL403","PancrasLock","1",0.363875100174405,-0.131212509589695,NA,NA,NA,7.87206760990069,7.75,1.76,0.0219,0.319,0.00731,0.0314,49.86,2.15,13.91
"PL404","PancrasLock","1",0.269924977123177,-0.0073759536267198,NA,NA,NA,14.8127667959871,14.6,1.66,0.0265,0.343,0.00909,0.0868,54.85,9.84,15.63
"PL405","PancrasLock","1",0.227522492663987,0.0475698522338099,NA,NA,NA,15.1153792703023,14.9,1.69,0.0284,0.36,0.00624,0.202,56.61,8.56,16.25
"PL406","PancrasLock","1",0.378677884595298,-0.125082415895141,NA,NA,NA,10.9452737374509,9.5,2.22,0.0227,0.3,0.00259,0.04,53.25,0.759999999999998,7.03
"PL407","PancrasLock","1",0.414050394314809,-0.139066694200151,NA,NA,NA,10.1164573198265,8.99,2.14,0.0211,0.289,0.0034,0.0471,51.95,1.51000000000001,6.25
"PL408","PancrasLock","1",0.342418231387896,-0.133627922268921,NA,NA,NA,9.7907860697469,8.9,2.06,0.0223,0.307,0.00837,0.0195,52.18,0.859999999999999,11.78
"PL409","PancrasLock","1",0.125330958919683,9.97034038655725e-06,NA,NA,NA,22.4180716674822,19,2.24,0.0312,0.347,0.0145,0.0208,60.52,2,16.65
"PL410","PancrasLock","1",0.157823617136094,-0.0351499974371213,NA,NA,NA,17.3950286812022,14.8,2.25,0.0287,0.328,0.021,0.0485,59.06,3.34999999999999,16.95
"PL411","PancrasLock","1",0.102245688833138,0.302207301054277,NA,NA,NA,33.3473807871159,31.7,1.86,0.0741,0.344,0.0111,0.249,70.36,15.39,6.33
"PL412","PancrasLock","1",0.28818708121321,0.0242498278228253,NA,NA,NA,16.061940905493,14.1,2.15,0.0279,0.332,0.0116,0.0619,60.49,3.05,4.02
"PL413","PancrasLock","1",0.206075188204683,0.0445971575568755,NA,NA,NA,26.0725718998843,19.9,2.59,0.031,0.302,0.00424,0.0217,64.67,0.579999999999998,3.06999999999999
"PL414","PancrasLock","1",0.166203382097984,0.04175392986469,NA,NA,NA,32.4357696996783,23,2.83,0.0312,0.317,0.011,0.0514,66.54,1.47,3.19999999999999
"PL415","PancrasLock","1",0.182067159649161,-0.00162407777232717,NA,NA,NA,33.0730801254743,22.3,3.03,0.0297,0.318,0.00371,0.022,65.68,1.09999999999999,2.97
"PL416","PancrasLock","1",0.287012968328748,0.0145858536496463,NA,NA,NA,17.3181734429782,15,2.19,0.0273,0.352,0.0113,0.0966,60,1.81,4.39
"PL417","PancrasLock","1",0.304343146537643,-0.0213823734874766,NA,NA,NA,10.6563326309372,10.5,1.76,0.0255,0.318,0.00441,0.0697,54.75,1.22000000000001,11.2
"PL418","PancrasLock","1",0.27756119367462,0.0263718526794065,NA,NA,NA,13.6934580291994,13.3,1.79,0.0316,0.419,0.0373,0.127,59.03,3.64,7.45
"PL419","PancrasLock","1",0.266256564833356,0.00619631114564415,NA,NA,NA,21.0854573680151,19.9,1.89,0.0346,0.676,0.0607,0.168,60,11.13,8.04000000000001
"PL420","PancrasLock","1",0.386952740823446,-0.0326642384302559,NA,NA,NA,10.777050876021,10.6,1.77,0.0242,0.41,0.00898,0.0901,54.4,4.24,5.54
"PL421","PancrasLock","1",0.389991171861983,-0.034036792240477,NA,NA,NA,10.5475133224164,10.3,1.8,0.0243,0.528,0.0149,0.0776,55.06,3.94,4.27
"PL422","PancrasLock","1",0.325524206460187,-0.0981631372396282,NA,NA,NA,8.49076840497353,8.35,1.77,0.0235,0.413,0.00664,0.0547,51.32,1.81,14.83
"PL423","PancrasLock","1",0.220721514621883,0.0161355590821794,NA,NA,NA,12.9430130088806,12.7,1.56,0.0291,0.43,0.017,0.116,55.53,6.13,18.03
"PL424","PancrasLock","1",0.351402838497537,-0.0727327666757168,NA,NA,NA,8.70436922429132,8.55,1.67,0.0253,0.41,0.0109,0.0829,51.86,3.41,12.25
"PL425","PancrasLock","1",0.330336937975677,-0.0556833070891435,NA,NA,NA,8.68478359000865,8.53,1.51,0.0239,0.316,0.0132,0.0986,51.51,2.66,14.34
"PL426","PancrasLock","1",0.394259810599481,-0.0895661288822679,NA,NA,NA,7.78114449875606,7.67,1.62,0.0231,0.298,0.00289,0.0278,50.59,1.27,10.09
"PL427","PancrasLock","1",0.399258191518562,-0.0559476264652884,NA,NA,NA,10.1525242663799,9.96,1.78,0.025,0.343,0.0105,0.069,53.61,3.58,5.57
"PL428","PancrasLock","1",0.310093972118313,-0.0549895770744121,NA,NA,NA,10.8670404565737,10.6,1.81,0.027,0.302,0.00577,0.0513,53.72,2.37,12.49
"PL429","PancrasLock","1",0.373775175088098,-0.0662324290258905,NA,NA,NA,10.9877319433145,10.3,1.95,0.0237,0.304,0.00403,0.0382,54.22,1.9,6.3
"PL430","PancrasLock","1",0.345215084529959,-0.0608790349036753,NA,NA,NA,13.7781693290064,12,2.19,0.0237,0.293,0.00267,0.0214,56.35,0.900000000000006,5.02
"PL431","PancrasLock","1",0.212837524375709,0.0270988643374414,NA,NA,NA,27.0208665175976,20,2.7,0.0294,0.308,0.00388,0.0352,64.5,0.659999999999997,2.67
"PL432","PancrasLock","1",0.325563900809519,-0.023991385282336,NA,NA,NA,14.3587769740565,12.9,2.08,0.0259,0.313,0.00649,0.039,57.44,1.91999999999999,5.26000000000001
"PL433","PancrasLock","1",0.379959516020998,-0.0469832741213455,NA,NA,NA,11.0394534896901,10.5,1.9,0.0259,0.338,0.0047,0.0423,54.8,2.63,5.11
"PL434","PancrasLock","1",0.388493098434051,-0.037721181903794,NA,NA,NA,9.18928849040118,9.05,1.66,0.0258,0.345,0.0039,0.0727,53.13,3.91,7.36
"PL435","PancrasLock","1",0.379056945040719,0.0201523201126209,NA,NA,NA,10.8716192434993,10.7,1.52,0.0266,0.33,0.00757,0.0595,55.28,7.2,5.64
"PL436","PancrasLock","1",0.384200727988112,-0.011615666796488,NA,NA,NA,9.46725813888962,9.32,1.44,0.0264,0.32,0.00465,0.086,52.69,4.41999999999999,8.46
"PL437","PancrasLock","1",0.120253948207692,0.204329504266879,NA,NA,NA,41.3051654700311,33.8,2.29,0.0359,0.39,0.0122,0.385,67.7,15.26,7.81999999999999
"PL438","PancrasLock","1",0.131959573567851,0.34280809632627,NA,NA,NA,27.8258267449492,27.2,1.31,0.0615,0.38,0.00665,0.23,68.07,18.42,8.55000000000001
"PL439","PancrasLock","1",0.15340311792296,0.315768603887187,NA,NA,NA,23.1366700946961,22.4,1.21,0.0796,0.459,0.0114,0.224,66.35,12.07,8.2
"RF301","RegentsParkFields","1",0.552318398758554,-0.158303788530505,NA,NA,NA,7.24967909144875,7.12,1.63,0.0204,0.454,0.0152,0.259,47.21,7.35,17.84
"RF302","RegentsParkFields","1",0.673376077250004,-0.0760266330410802,NA,NA,NA,7.78724401893103,7.64,1.71,0.0211,0.557,0.0182,0.384,51,10.93,9.87
"RF304","RegentsParkFields","1",0.52523863370812,-0.149360765589489,NA,NA,NA,6.04937377521438,5.93,1.45,0.0221,0.469,0.0139,0.147,47.16,5.21,16.16
"RF305","RegentsParkFields","1",0.373938321428082,-0.118557175826223,NA,NA,NA,9.0747778371142,8.92,1.51,0.0221,0.524,0.0146,0.142,49.22,5.08,23.49
"RF306","RegentsParkFields","1",0.60379606035601,0.0172923211634432,NA,NA,NA,10.2893490688443,10,1.46,0.0249,0.578,0.046,0.248,56.72,11.49,6.91
"RF307","RegentsParkFields","1",0.39979143949831,-0.11305136165164,NA,NA,NA,6.57965587025318,6.46,1.29,0.022,0.376,0.0118,0.113,47.89,2.15000000000001,18.34
"RF308","RegentsParkFields","1",0.420776090727994,-0.0369604033933295,NA,NA,NA,10.1735747263613,10,1.29,0.0242,0.505,0.0137,0.185,51.15,8.83,24.46
"RF309","RegentsParkFields","1",0.317819447034804,-0.0880289818339979,NA,NA,NA,8.52508361535976,8.34,1.29,0.0235,0.382,0.0242,0.121,49.88,4.5,26.28
"RF310","RegentsParkFields","1",0.26022200172536,0.0411294022285455,NA,NA,NA,10.1401780386767,9.97,1.3,0.0271,0.398,0.00846,0.34,53.4,3.24,22.03
"RF311","RegentsParkFields","1",0.282123866342042,0.0870394630678088,NA,NA,NA,15.4287311292673,15.1,1.21,0.0359,0.422,0.0201,0.192,57.02,9.23,24.86
"RF312","RegentsParkFields","1",0.42507724008877,-0.115717317472317,NA,NA,NA,7.11883510114392,6.95,1.28,0.0236,0.502,0.0251,0.107,48.62,4.66,20.45
"RF313","RegentsParkFields","1",0.477046227725199,-0.116176267565631,NA,NA,NA,9.03798774445955,8.78,1.54,0.0289,0.647,0.037,0.104,51.38,7.31,16.75
"RF314","RegentsParkFields","1",0.663527065099758,-0.138195458157468,NA,NA,NA,9.42799749386785,9.09,1.64,0.037,0.714,0.0476,0.113,51.68,9.89,6.26
"RF315","RegentsParkFields","1",0.627995187058189,-0.107903411844845,NA,NA,NA,7.74565781496482,7.58,1.52,0.0233,0.574,0.0214,0.133,50.35,7.73999999999999,7.46
"RF316","RegentsParkFields","1",0.651690628960469,-0.10267313019597,NA,NA,NA,8.88143110065327,8.67,1.57,0.0223,0.527,0.0329,0.18,51.35,10.49,9.45
"RF317","RegentsParkFields","1",0.529396172787058,-0.169637880535456,NA,NA,NA,6.01210738063446,5.92,1.41,0.0217,0.428,0.00379,0.0481,46.03,3.94,14.63
"RF318","RegentsParkFields","1",0.509312993254159,-0.126682110717858,NA,NA,NA,7.28707590066278,7.16,1.42,0.0234,0.518,0.00963,0.136,47.86,5.72,16.79
"RF319","RegentsParkFields","1",0.503633160183793,-0.0146834987542625,NA,NA,NA,7.53404435161883,7.39,1.04,0.0286,0.362,0.00685,0.122,50.44,4.12,9.72
"RF320","RegentsParkFields","1",0.367770916453193,-0.106530458960546,NA,NA,NA,8.90780957999717,8.77,1.5,0.0248,0.483,0.00575,0.0316,50.09,3.48,19.24
"RF321","RegentsParkFields","1",0.423649770872942,-0.0734382264748424,NA,NA,NA,11.5785330289254,11.4,1.61,0.0275,0.392,0.00629,0.0383,52.53,6.45,15.9
"RF322","RegentsParkFields","1",0.394845226923249,-0.136791822287586,NA,NA,NA,7.88504373685179,7.76,1.42,0.0232,0.496,0.00714,0.0641,47.81,4.45,23.18
"RF323","RegentsParkFields","1",0.416588721028429,-0.0958706385762745,NA,NA,NA,8.44052070282007,8.27,1.3,0.0249,0.479,0.0177,0.0749,49.53,5.43,20.68
"RF324","RegentsParkFields","1",0.57634700170722,-0.0836936143336937,NA,NA,NA,13.260629016039,13.1,1.69,0.023,0.319,0.00485,0.0715,52.25,10.05,10.52
"RF325","RegentsParkFields","1",0.505798581242161,-0.154246599533213,NA,NA,NA,6.14980873630508,6.03,1.43,0.0245,0.54,0.01,0.0414,47.41,3.89,14.38
"RF326","RegentsParkFields","1",0.495121597910287,-0.148143983805357,NA,NA,NA,6.01426179102354,5.92,1.34,0.023,0.365,0.00269,0.0559,46.42,1.9,12.33
"RF327","RegentsParkFields","1",0.569921891985537,-0.00351722913006295,NA,NA,NA,13.2729568337884,13.1,1.47,0.0255,0.363,0.00412,0.158,53.75,10.43,9.71
"RF328","RegentsParkFields","1",0.502513973470009,-0.151006606717623,NA,NA,NA,6.37262799311725,6.24,1.4,0.0248,0.515,0.0135,0.0749,47.29,3.29,13.33
"RF329","RegentsParkFields","1",0.566555828142965,-0.13730297290342,NA,NA,NA,6.88200684559757,6.71,1.35,0.0245,0.582,0.0262,0.0729,48.45,6.56,13.3
"RF330","RegentsParkFields","1",0.525289002271404,-0.169216213843566,NA,NA,NA,5.4688130540715,5.38,1.28,0.0228,0.397,0.00291,0.0844,44.7,1.83,12.53
"RF331","RegentsParkFields","1",0.501546199258106,-0.133513159414939,NA,NA,NA,6.05484441987026,5.95,1.25,0.0243,0.505,0.00479,0.0747,46.44,2.43,12.93
"RF332","RegentsParkFields","1",0.549414973544512,-0.106046677085302,NA,NA,NA,7.65432890842464,7.49,1.28,0.0292,0.464,0.0125,0.102,48.3,4.59,10
"RF333","RegentsParkFields","1",0.616482157573612,-0.147683286770848,NA,NA,NA,8.36634082904036,8.17,1.55,0.0231,0.531,0.0292,0.149,49,7.01000000000001,8.34
"RF334","RegentsParkFields","1",0.50149177684795,-0.107948339502801,NA,NA,NA,8.99194270165875,8.81,1.38,0.0247,0.409,0.0195,0.158,48.95,5.64,14.53
"RF335","RegentsParkFields","1",0.414226998502479,-0.116187856787058,NA,NA,NA,6.3036687842119,6.18,1.26,0.0241,0.53,0.0114,0.0746,47.81,2.65000000000001,18.56
"RF336","RegentsParkFields","1",0.527457324544922,-0.125111976372223,NA,NA,NA,8.06080019036061,7.92,1.65,0.0263,0.447,0.0072,0.12,49.65,4.67,9.77
"RF337","RegentsParkFields","1",0.435185407568334,-0.135159906101831,NA,NA,NA,5.57715616631319,5.48,1.16,0.0229,0.365,0.0058,0.0801,45.7,1.74,18.33
"RF338","RegentsParkFields","1",0.504788883653543,-0.144699590428034,NA,NA,NA,6.10269464667513,5.99,1.32,0.0236,0.534,0.00875,0.103,46.44,2.72,13.28
"RF339","RegentsParkFields","1",0.430194160673897,-0.081173685030169,NA,NA,NA,10.0765655810255,9.89,1.38,0.0256,0.492,0.0157,0.0966,50.54,8.04000000000001,22.85
"RF340","RegentsParkFields","1",0.336773628415563,-0.00586757833105448,NA,NA,NA,11.003954644437,10.8,1.23,0.03,0.655,0.0111,0.079,52.96,7.15,24.5
"RF341","RegentsParkFields","1",0.468882918219276,-0.111136602233005,NA,NA,NA,5.9751815425053,5.87,1.13,0.0244,0.382,0.00511,0.0591,46.79,1.94,14.1
"RF342","RegentsParkFields","1",0.471070712280649,-0.0871946528287977,NA,NA,NA,8.0415366692625,7.87,1.36,0.0261,0.455,0.0179,0.148,49.8,6.16999999999999,17.66
"RF343","RegentsParkFields","1",0.586244523307225,-0.0741847875533459,NA,NA,NA,8.10050783639196,7.93,1.3,0.0243,0.457,0.02,0.184,49.82,8.01000000000001,12.1
"RF344","RegentsParkFields","1",0.684161571556807,-0.031136755767901,NA,NA,NA,9.9857065090897,9.81,1.45,0.0232,0.453,0.0164,0.229,52.45,11.18,5.94
"RP301","RegentsParkJapan","1",0.741702924776398,-0.0821766163308101,NA,NA,NA,7.64652582902469,7.52,1.76,0.0212,0.477,0.0107,0.147,48.91,5.86,8.47000000000001
"RP302","RegentsParkJapan","1",0.70996163469502,-0.017931383731977,NA,NA,NA,9.49016168534216,9.15,1.85,0.0227,0.583,0.0183,0.249,52.39,7.05,6.97
"RP303","RegentsParkJapan","1",0.747814614203577,-0.0393020579144214,NA,NA,NA,9.70886180100327,9.23,1.9,0.0222,0.624,0.0206,0.175,52.5,9.33,5.14
"RP304","RegentsParkJapan","1",0.761727928329573,-0.106982943152196,NA,NA,NA,9.17516677646634,8.49,2,0.0203,0.484,0.0116,0.105,49.92,8.63,7.25
"RP305","RegentsParkJapan","1",0.541278290965429,-0.0877278556625316,NA,NA,NA,12.0123756134556,10.7,2.12,0.0234,0.343,0.00939,0.0544,52.06,3.39,19.42
"RP306","RegentsParkJapan","1",0.570463422200695,-0.0629498007808288,NA,NA,NA,16.8054597198544,12.9,2.64,0.0207,0.298,0.00274,0.0552,56.76,1.06,9.02
"RP307","RegentsParkJapan","1",0.562906876651777,-0.0342710278958202,NA,NA,NA,20.7772740429966,15.3,2.77,0.0225,0.307,0.0067,0.0527,59.44,2.19,6.82000000000001
"RP308","RegentsParkJapan","1",0.532244166951348,0.00887873705033809,NA,NA,NA,24.1471762253608,17.1,2.9,0.0234,0.291,0.00282,0.103,61.86,0.560000000000002,5.09
