"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA","RA"
"PL322","PancrasLock","1",0.249699117969013,-0.08511087656663,10.1820731399708,9.94,1.81,0.0239,0.369,0.00609,0.053,52.98,2.39,12.3,9.93
"PL323","PancrasLock","1",0.19158472786536,-0.114366711189535,9.73465310046692,9.6,1.72,0.0241,0.312,0.0036,0.0558,51.46,2.08,14.96,10.7
"PL324","PancrasLock","1",0.198565017137426,-0.0620528824275735,10.7478267776119,10.6,1.71,0.0245,0.302,0.00437,0.0543,53.35,2.70999999999999,13.94,10.9
"PL325","PancrasLock","1",0.17996209649971,0.0447179648999557,13.9377562181795,13.7,1.59,0.0306,0.317,0.0108,0.147,58.21,5.56,12.52,12.5
"PL326","PancrasLock","1",0.0340468994192037,-0.11991198216283,9.18605150435664,9.05,1.66,0.0223,0.319,0.00816,0.0549,50.34,2.4,22.07,13.1
"PL327","PancrasLock","1",0.0895402297724619,0.00453789025807276,13.7275625907871,13.5,1.66,0.0237,0.322,0.0192,0.272,55.16,9.86,16.51,12.1
"PL328","PancrasLock","1",0.183921434620301,-0.16680446089333,8.33065183104037,8.03,1.86,0.0217,0.322,0.00558,0.027,49.76,1.68,16.53,10.6
"PL329","PancrasLock","1",0.110243474024499,-0.171289096586764,8.48614086775479,8.15,1.87,0.0218,0.325,0.0113,0.0577,49.7,1.86,19.6,12.1
"PL330","PancrasLock","1",0.117649398518078,-0.0172512803892461,11.8965568322914,11.7,1.58,0.0295,0.387,0.00728,0.15,55.63,3.9,16.61,13.8
"PL331","PancrasLock","1",0.1821516402008,-0.0800751383170225,10.2579908390237,10.1,1.7,0.0265,0.387,0.00549,0.0845,53.26,2.02,15.01,11.4
"PL332","PancrasLock","1",0.0436917495239335,0.108095775917078,22.4649203016671,22.1,1.66,0.0374,0.434,0.00922,0.104,63.06,10.71,12.26,15.1
"PL333","PancrasLock","1",0.131029870701918,0.0518090974957463,20.7959713273634,20.5,1.76,0.0302,0.385,0.00826,0.168,59.52,11.06,9.66999999999999,12
"PL334","PancrasLock","1",0.239345704487028,-0.0829231073984356,9.65794051511359,9.51,1.7,0.0265,0.331,0.00417,0.101,53.15,2.75,13,10.6
"PL335","PancrasLock","1",0.265948944216652,-0.0588407523075925,10.6751207077771,10.5,1.72,0.0274,0.411,0.00789,0.0812,54.4,3.61000000000001,11.16,11
"PL336","PancrasLock","1",0.392216421814592,0.0282978350257332,37.3896293852929,24.9,3.05,0.0337,0.357,0.00415,0.0173,68.09,0.940000000000012,2.45,12
"PL337","PancrasLock","1",0.346105913866219,0.0311803188442677,23.4855626802493,18.5,2.49,0.0304,0.315,0.00452,0.0389,63.45,0.68,4.70999999999999,11.3
"PL338","PancrasLock","1",0.372346046266761,0.0381339164166353,23.8821594481066,18.8,2.49,0.031,0.309,0.00376,0.023,63.88,0.809999999999995,3.43,10.2
"PL339","PancrasLock","1",0.431565899591045,0.0438221586945018,55.5251143169518,32.5,3.49,0.0361,0.336,0.00499,0.0223,72.43,0.440000000000012,1.36999999999999,11.5
"PL340","PancrasLock","1",0.373268714451892,0.0285514701414117,26.7080714349155,20.2,2.62,0.0314,0.297,0.00417,0.0426,64.53,1.01000000000001,3.2,10.5
"PL341","PancrasLock","1",0.32935669803546,0.0547287597937436,29.4206699073078,21.8,2.68,0.0312,0.312,0.006,0.0395,65.8,0.919999999999987,4.55,11.6
"PL401","PancrasLock","1",0.383546562716659,0.00850110199033319,21.7623338005031,17.1,2.51,0.0282,0.329,0.00954,0.029,62.09,1.67,3.95,10.6
"PL402","PancrasLock","1",0.141862148171461,-0.089991555329556,9.80732850471601,9.63,1.72,0.0257,0.36,0.0137,0.113,52.79,2.87,17.08,12.3
"PL403","PancrasLock","1",0.247814365147975,-0.147485346978631,7.87206760990069,7.75,1.76,0.0219,0.319,0.00731,0.0314,49.86,2.15,13.91,10.1
"PL404","PancrasLock","1",0.0911333215534768,-0.0294847577937549,14.8127667959871,14.6,1.66,0.0265,0.343,0.00909,0.0868,54.85,9.84,15.63,12.3
"PL405","PancrasLock","1",0.0714599804437683,-0.000820998244216997,15.1153792703023,14.9,1.69,0.0284,0.36,0.00624,0.202,56.61,8.56,16.25,13.2
"PL406","PancrasLock","1",0.397513899906136,-0.140751977030248,10.9452737374509,9.5,2.22,0.0227,0.3,0.00259,0.04,53.25,0.759999999999998,7.03,9.26
"PL407","PancrasLock","1",0.420214939800257,-0.149503891436263,10.1164573198265,8.99,2.14,0.0211,0.289,0.0034,0.0471,51.95,1.51000000000001,6.25,8.79
"PL408","PancrasLock","1",0.288645707451059,-0.1388319292838,9.7907860697469,8.9,2.06,0.0223,0.307,0.00837,0.0195,52.18,0.859999999999999,11.78,10.3
"PL409","PancrasLock","1",0.0356104362257171,-0.0150071235381107,22.4180716674822,19,2.24,0.0312,0.347,0.0145,0.0208,60.52,2,16.65,15.8
"PL410","PancrasLock","1",0.0893452142657555,-0.0343534459095272,17.3950286812022,14.8,2.25,0.0287,0.328,0.021,0.0485,59.06,3.34999999999999,16.95,14.6
"PL412","PancrasLock","1",0.396367819901911,0.0325885969022035,16.061940905493,14.1,2.15,0.0279,0.332,0.0116,0.0619,60.49,3.05,4.02,10.3
"PL413","PancrasLock","1",0.376871513689887,0.0418170831093229,26.0725718998843,19.9,2.59,0.031,0.302,0.00424,0.0217,64.67,0.579999999999998,3.06999999999999,10.6
"PL414","PancrasLock","1",0.365349751883777,0.0475525213931639,32.4357696996783,23,2.83,0.0312,0.317,0.011,0.0514,66.54,1.47,3.19999999999999,11.7
"PL415","PancrasLock","1",0.401088142753686,-0.000373067126033994,33.0730801254743,22.3,3.03,0.0297,0.318,0.00371,0.022,65.68,1.09999999999999,2.97,11.2
"PL416","PancrasLock","1",0.37711797578947,0.0158268710435451,17.3181734429782,15,2.19,0.0273,0.352,0.0113,0.0966,60,1.81,4.39,10.5
"PL417","PancrasLock","1",0.264751989418139,-0.0392861075781739,10.6563326309372,10.5,1.76,0.0255,0.318,0.00441,0.0697,54.75,1.22000000000001,11.2,10.8
"PL418","PancrasLock","1",0.308038340354955,0.0239273532686726,13.6934580291994,13.3,1.79,0.0316,0.419,0.0373,0.127,59.03,3.64,7.45,11.3
"PL420","PancrasLock","1",0.39625727890452,-0.0398860942487893,10.777050876021,10.6,1.77,0.0242,0.41,0.00898,0.0901,54.4,4.24,5.54,9.92
"PL421","PancrasLock","1",0.432198657894687,-0.0269567334202137,10.5475133224164,10.3,1.8,0.0243,0.528,0.0149,0.0776,55.06,3.94,4.27,9.39
"PL422","PancrasLock","1",0.216168231967993,-0.121448130082083,8.49076840497353,8.35,1.77,0.0235,0.413,0.00664,0.0547,51.32,1.81,14.83,9.22
"PL423","PancrasLock","1",0.0677772243374404,-0.0136282429767139,12.9430130088806,12.7,1.56,0.0291,0.43,0.017,0.116,55.53,6.13,18.03,14.5
"PL424","PancrasLock","1",0.273519956504648,-0.103779612588009,8.70436922429132,8.55,1.67,0.0253,0.41,0.0109,0.0829,51.86,3.41,12.25,10.5
"PL425","PancrasLock","1",0.224780703779172,-0.0729487479338634,8.68478359000865,8.53,1.51,0.0239,0.316,0.0132,0.0986,51.51,2.66,14.34,11.1
"PL426","PancrasLock","1",0.338758028263911,-0.11174715153038,7.78114449875606,7.67,1.62,0.0231,0.298,0.00289,0.0278,50.59,1.27,10.09,9.43
"PL427","PancrasLock","1",0.406745255585401,-0.0711417137503448,10.1525242663799,9.96,1.78,0.025,0.343,0.0105,0.069,53.61,3.58,5.57,9.19
"PL428","PancrasLock","1",0.234255029560273,-0.0912195773785201,10.8670404565737,10.6,1.81,0.027,0.302,0.00577,0.0513,53.72,2.37,12.49,11
"PL429","PancrasLock","1",0.390552528790539,-0.0731003661364547,10.9877319433145,10.3,1.95,0.0237,0.304,0.00403,0.0382,54.22,1.9,6.3,9.1
"PL430","PancrasLock","1",0.406392224759132,-0.0561552668391723,13.7781693290064,12,2.19,0.0237,0.293,0.00267,0.0214,56.35,0.900000000000006,5.02,8.97
"PL431","PancrasLock","1",0.396175604673304,0.0306551235039819,27.0208665175976,20,2.7,0.0294,0.308,0.00388,0.0352,64.5,0.659999999999997,2.67,9.98
"PL432","PancrasLock","1",0.38093700195185,-0.0245107091250414,14.3587769740565,12.9,2.08,0.0259,0.313,0.00649,0.039,57.44,1.91999999999999,5.26000000000001,9.09
"PL433","PancrasLock","1",0.413038782355623,-0.0666499152533555,11.0394534896901,10.5,1.9,0.0259,0.338,0.0047,0.0423,54.8,2.63,5.11,8.95
"PL434","PancrasLock","1",0.379586740237245,-0.0699529886798898,9.18928849040118,9.05,1.66,0.0258,0.345,0.0039,0.0727,53.13,3.91,7.36,8.91
"PL435","PancrasLock","1",0.39211842262705,0.0093133878882329,10.8716192434993,10.7,1.52,0.0266,0.33,0.00757,0.0595,55.28,7.2,5.64,9.15
"PL436","PancrasLock","1",0.349227710532223,-0.0486103356099268,9.46725813888962,9.32,1.44,0.0264,0.32,0.00465,0.086,52.69,4.41999999999999,8.46,9.49
"PL437","PancrasLock","1",0.0450857612861515,0.131925727105497,41.3051654700311,33.8,2.29,0.0359,0.39,0.0122,0.385,67.7,15.26,7.81999999999999,13.6
"PL438","PancrasLock","1",0.0469031784376496,0.101888081357981,27.8258267449492,27.2,1.31,0.0615,0.38,0.00665,0.23,68.07,18.42,8.55000000000001,11.7
"RF301","RegentsParkFields","1",0.432086407751218,-0.194707249492885,7.24967909144875,7.12,1.63,0.0204,0.454,0.0152,0.259,47.21,7.35,17.84,10.6
"RF302","RegentsParkFields","1",0.561455081973402,-0.104458981403462,7.78724401893103,7.64,1.71,0.0211,0.557,0.0182,0.384,51,10.93,9.87,10.7
"RF304","RegentsParkFields","1",0.481461685508509,-0.181595196273608,6.04937377521438,5.93,1.45,0.0221,0.469,0.0139,0.147,47.16,5.21,16.16,10.1
"RF305","RegentsParkFields","1",0.303683014995779,-0.125675424616341,9.0747778371142,8.92,1.51,0.0221,0.524,0.0146,0.142,49.22,5.08,23.49,13
"RF307","RegentsParkFields","1",0.434612155803496,-0.129694532660094,6.57965587025318,6.46,1.29,0.022,0.376,0.0118,0.113,47.89,2.15000000000001,18.34,10.8
"RF308","RegentsParkFields","1",0.268609410793811,-0.0462488002176269,10.1735747263613,10,1.29,0.0242,0.505,0.0137,0.185,51.15,8.83,24.46,14.2
"RF310","RegentsParkFields","1",0.311167998649183,-0.00850705808207261,10.1401780386767,9.97,1.3,0.0271,0.398,0.00846,0.34,53.4,3.24,22.03,14.4
"RF312","RegentsParkFields","1",0.3903314734533,-0.119528492046926,7.11883510114392,6.95,1.28,0.0236,0.502,0.0251,0.107,48.62,4.66,20.45,12.8
"RF313","RegentsParkFields","1",0.424244017855363,-0.128220915336955,9.03798774445955,8.78,1.54,0.0289,0.647,0.037,0.104,51.38,7.31,16.75,12.9
"RF315","RegentsParkFields","1",0.60448084854692,-0.108493119494442,7.74565781496482,7.58,1.52,0.0233,0.574,0.0214,0.133,50.35,7.73999999999999,7.46,9.77
"RF316","RegentsParkFields","1",0.551937770635056,-0.0771397594114344,8.88143110065327,8.67,1.57,0.0223,0.527,0.0329,0.18,51.35,10.49,9.45,10.3
"RF317","RegentsParkFields","1",0.507760977539392,-0.203642860401781,6.01210738063446,5.92,1.41,0.0217,0.428,0.00379,0.0481,46.03,3.94,14.63,9.46
"RF318","RegentsParkFields","1",0.449551669550924,-0.164425178439425,7.28707590066278,7.16,1.42,0.0234,0.518,0.00963,0.136,47.86,5.72,16.79,10.7
"RF319","RegentsParkFields","1",0.568298683336416,-0.0666706910493171,7.53404435161883,7.39,1.04,0.0286,0.362,0.00685,0.122,50.44,4.12,9.72,8.93
"RF320","RegentsParkFields","1",0.379638985461386,-0.12276325673898,8.90780957999717,8.77,1.5,0.0248,0.483,0.00575,0.0316,50.09,3.48,19.24,11.7
"RF321","RegentsParkFields","1",0.392926562031073,-0.0892837310109318,11.5785330289254,11.4,1.61,0.0275,0.392,0.00629,0.0383,52.53,6.45,15.9,12.3
"RF322","RegentsParkFields","1",0.328547337975259,-0.162697975900594,7.88504373685179,7.76,1.42,0.0232,0.496,0.00714,0.0641,47.81,4.45,23.18,12
"RF323","RegentsParkFields","1",0.363723333208763,-0.105059824113072,8.44052070282007,8.27,1.3,0.0249,0.479,0.0177,0.0749,49.53,5.43,20.68,11.8
"RF324","RegentsParkFields","1",0.456701986050998,-0.0683705681167818,13.260629016039,13.1,1.69,0.023,0.319,0.00485,0.0715,52.25,10.05,10.52,9.24
"RF325","RegentsParkFields","1",0.510583603842383,-0.191533214643929,6.14980873630508,6.03,1.43,0.0245,0.54,0.01,0.0414,47.41,3.89,14.38,10.3
"RF326","RegentsParkFields","1",0.547629173131431,-0.191191199370392,6.01426179102354,5.92,1.34,0.023,0.365,0.00269,0.0559,46.42,1.9,12.33,8.74
"RF327","RegentsParkFields","1",0.470901066294001,-0.00744117594599963,13.2729568337884,13.1,1.47,0.0255,0.363,0.00412,0.158,53.75,10.43,9.71,8.6
"RF328","RegentsParkFields","1",0.525343506448687,-0.191711907118133,6.37262799311725,6.24,1.4,0.0248,0.515,0.0135,0.0749,47.29,3.29,13.33,10.1
"RF329","RegentsParkFields","1",0.518338948467105,-0.145418984886385,6.88200684559757,6.71,1.35,0.0245,0.582,0.0262,0.0729,48.45,6.56,13.3,10.1
"RF330","RegentsParkFields","1",0.553355105962702,-0.229645982782506,5.4688130540715,5.38,1.28,0.0228,0.397,0.00291,0.0844,44.7,1.83,12.53,8.59
"RF331","RegentsParkFields","1",0.536866786556406,-0.18574564045048,6.05484441987026,5.95,1.25,0.0243,0.505,0.00479,0.0747,46.44,2.43,12.93,9.55
"RF332","RegentsParkFields","1",0.562011025823887,-0.176450721491861,7.65432890842464,7.49,1.28,0.0292,0.464,0.0125,0.102,48.3,4.59,10,9.25
"RF333","RegentsParkFields","1",0.579536014446621,-0.149626909001064,8.36634082904036,8.17,1.55,0.0231,0.531,0.0292,0.149,49,7.01000000000001,8.34,9.53
"RF334","RegentsParkFields","1",0.461140169112092,-0.133090055802013,8.99194270165875,8.81,1.38,0.0247,0.409,0.0195,0.158,48.95,5.64,14.53,11
"RF335","RegentsParkFields","1",0.435660480950054,-0.145640820020198,6.3036687842119,6.18,1.26,0.0241,0.53,0.0114,0.0746,47.81,2.65000000000001,18.56,10.7
"RF336","RegentsParkFields","1",0.558294904392571,-0.177490056660547,8.06080019036061,7.92,1.65,0.0263,0.447,0.0072,0.12,49.65,4.67,9.77,9.32
"RF337","RegentsParkFields","1",0.451290991767257,-0.179873236488263,5.57715616631319,5.48,1.16,0.0229,0.365,0.0058,0.0801,45.7,1.74,18.33,9.7
"RF338","RegentsParkFields","1",0.530225674788973,-0.192062810048747,6.10269464667513,5.99,1.32,0.0236,0.534,0.00875,0.103,46.44,2.72,13.28,9.44
"RF339","RegentsParkFields","1",0.298561787571717,-0.0924682318120648,10.0765655810255,9.89,1.38,0.0256,0.492,0.0157,0.0966,50.54,8.04000000000001,22.85,13.2
"RF341","RegentsParkFields","1",0.517978215376081,-0.155188238615367,5.9751815425053,5.87,1.13,0.0244,0.382,0.00511,0.0591,46.79,1.94,14.1,9.57
"RF342","RegentsParkFields","1",0.422910004160359,-0.119461218332355,8.0415366692625,7.87,1.36,0.0261,0.455,0.0179,0.148,49.8,6.16999999999999,17.66,12.2
"RF343","RegentsParkFields","1",0.518172137754116,-0.0922498627901574,8.10050783639196,7.93,1.3,0.0243,0.457,0.02,0.184,49.82,8.01000000000001,12.1,10.6
"RF344","RegentsParkFields","1",0.592686386949384,-0.0291042326924742,9.9857065090897,9.81,1.45,0.0232,0.453,0.0164,0.229,52.45,11.18,5.94,9.44
"RP301","RegentsParkJapan","1",0.694834086591348,-0.0654081446310659,7.64652582902469,7.52,1.76,0.0212,0.477,0.0107,0.147,48.91,5.86,8.47000000000001,9.25
"RP302","RegentsParkJapan","1",0.671391696171576,0.00197056164497036,9.49016168534216,9.15,1.85,0.0227,0.583,0.0183,0.249,52.39,7.05,6.97,9.83
"RP303","RegentsParkJapan","1",0.673867026422721,9.6058225772383e-05,9.70886180100327,9.23,1.9,0.0222,0.624,0.0206,0.175,52.5,9.33,5.14,9.79
"RP304","RegentsParkJapan","1",0.687145374900124,-0.0746026479038678,9.17516677646634,8.49,2,0.0203,0.484,0.0116,0.105,49.92,8.63,7.25,9.07
"RP305","RegentsParkJapan","1",0.644874224097919,-0.0673580047609521,12.0123756134556,10.7,2.12,0.0234,0.343,0.00939,0.0544,52.06,3.39,19.42,12.5
"RP306","RegentsParkJapan","1",0.653729849754276,-0.0112961643831091,16.8054597198544,12.9,2.64,0.0207,0.298,0.00274,0.0552,56.76,1.06,9.02,10.1
"RP307","RegentsParkJapan","1",0.636433666669256,0.0187411008927643,20.7772740429966,15.3,2.77,0.0225,0.307,0.0067,0.0527,59.44,2.19,6.82000000000001,9.94
"RP308","RegentsParkJapan","1",0.628905448622313,0.0503970896290695,24.1471762253608,17.1,2.9,0.0234,0.291,0.00282,0.103,61.86,0.560000000000002,5.09,10
"RP309","RegentsParkJapan","1",0.618423860776698,0.0693544098048754,34.1716902572211,22,3.22,0.0273,0.323,0.00379,0.0841,66.41,0.600000000000009,1.93000000000001,10.6
"RP312","RegentsParkJapan","1",0.571593377224231,0.105892684954106,28.4557791129641,20.9,2.72,0.0284,0.296,0.00456,0.123,64.49,1.05,4.23,10.2
"RP313","RegentsParkJapan","1",0.576806088581956,0.120475331295633,15.8553304284976,14.9,1.93,0.0257,0.261,0.00464,0.255,58.36,2.75,11.07,11.3
"RP314","RegentsParkJapan","1",0.581452927636236,0.0555654619852223,14.0261942515595,13.6,1.83,0.0262,0.326,0.0099,0.0841,55.51,3.37,20.85,14
"RP315","RegentsParkJapan","1",0.599608468012544,0.00513050505018132,15.1336037275375,13.5,2.1,0.0262,0.322,0.0121,0.063,55.52,3,20.95,15.2
"RP316","RegentsParkJapan","1",0.627082481724559,0.0271294617555358,16.5584343913074,13.5,2.41,0.0226,0.329,0.00547,0.0245,57.22,0.880000000000003,13.48,12.9
"RP317","RegentsParkJapan","1",0.583917762445788,0.0838799372488076,54.0803994990736,32,3.45,0.0373,0.376,0.00585,0.0242,72.81,0.599999999999994,0.730000000000004,11.9
"RP318","RegentsParkJapan","1",0.620967081466889,0.03368859624081,46.2896918535935,27.3,3.52,0.0328,0.355,0.00452,0.0219,69.58,0.510000000000005,1.89,12.2
"RP319","RegentsParkJapan","1",0.623177989554668,0.0542778565075074,43.4023202667704,26,3.47,0.0315,0.353,0.00396,0.0224,69.38,0.490000000000009,0.329999999999998,10.8
"RP320","RegentsParkJapan","1",0.637935611715969,0.0241660286178739,31.71274142668,20.2,3.29,0.0267,0.339,0.00729,0.031,64.92,0.5,4.13,12
"RP321","RegentsParkJapan","1",0.64422456125263,0.0111472975975079,23.2103016201,16.2,2.97,0.0243,0.331,0.00372,0.0462,61.14,0.670000000000002,4.73,11
"RP322","RegentsParkJapan","1",0.66990229960493,-0.0159432389221892,14.7761651656336,11.6,2.57,0.0216,0.304,0.00295,0.0241,56.29,0.589999999999996,5.39,9.39
"RP323","RegentsParkJapan","1",0.687220050268455,-0.0660652746829013,10.7818204683801,9.09,2.33,0.0199,0.31,0.00405,0.0316,52.26,0.640000000000001,10.47,10
"RP324","RegentsParkJapan","1",0.696255720031212,-0.112474996790377,9.79955940143314,8.39,2.28,0.0195,0.309,0.00366,0.109,50.15,0.900000000000006,9.63,8.29
"RP325","RegentsParkJapan","1",0.690061222232298,-0.0702479145493471,9.08193996059241,8.22,2.08,0.02,0.333,0.00577,0.104,50.47,2.64,11.14,8.96
"RP326","RegentsParkJapan","1",0.706307938664234,-0.106015567033195,8.6344326844888,7.55,2.21,0.0178,0.347,0.00538,0.0942,49.34,2.85,9.54,8.76
"RP327","RegentsParkJapan","1",0.696748974221051,-0.092243842394514,9.68336803500235,8.38,2.24,0.0181,0.437,0.011,0.122,50.17,5.78,7.96,9.22
"RP328","RegentsParkJapan","1",0.706591184948687,-0.120275678194438,8.41437751391753,7.46,2.16,0.0179,0.349,0.00546,0.091,48.55,3,9.05,8.75
"RP329","RegentsParkJapan","1",0.688401272232066,-0.0717187979121665,10.2242704551228,8.84,2.24,0.0181,0.292,0.0033,0.118,50.92,1.48999999999999,9.43,8.79
"RP330","RegentsParkJapan","1",0.673333590170285,-0.0281011762398447,16.2674899803776,12.2,2.74,0.0207,0.32,0.00297,0.0774,56.76,1.14,3.97,9.41
"RP331","RegentsParkJapan","1",0.647783726291623,0.0129549069157837,23.0203998476989,16,2.99,0.0232,0.316,0.00279,0.0295,60.98,0.530000000000001,4.74,10.8
"RP332","RegentsParkJapan","1",0.600985509717009,0.0444637537548308,31.9742230064857,21.3,3.09,0.0267,0.352,0.00442,0.0265,64.4,0.660000000000011,10.32,12.9
"RP333","RegentsParkJapan","1",0.634509291815093,0.050183484426794,41.9872946109021,25,3.51,0.03,0.364,0.00389,0.029,68.93,0.530000000000001,0.459999999999994,11
"RP334","RegentsParkJapan","1",0.661649302528816,-0.0105468464433395,18.597150233799,13.6,2.82,0.0231,0.313,0.00318,0.0209,58.76,0.670000000000002,4.35,9.98
"RP335","RegentsParkJapan","1",0.661905985389431,-0.0154068235375718,16.3405391568446,12.4,2.69,0.0227,0.465,0.0206,0.0915,57.5,5.51,9.84999999999999,11.9
"RS401","RussellSq","1",0.565905045974888,-0.0612777441665666,8.61753744219486,8.49,1.34,0.0247,0.385,0.00348,0.0662,51.22,5.13,11.09,9.6
"RS402","RussellSq","1",0.456185486540168,0.0264473676024951,12.3573556770421,12.2,1.36,0.0251,0.336,0.00258,0.387,54.68,5.85,16.23,10.8
"RS403","RussellSq","1",0.235428446499858,0.0863110947409975,28.2047558367112,27.7,1.64,0.0432,0.382,0.0141,0.365,64.72,10.01,11.76,13.6
"RS404","RussellSq","1",0.501495055047211,-0.0456632473956844,10.1721440887212,9.99,1.47,0.0242,0.399,0.0162,0.429,52.49,2.88,15.45,10.3
"RS405","RussellSq","1",0.378028772694246,-0.0362196347295153,19.1740501488002,18.7,1.43,0.0518,0.459,0.0161,0.4,61.35,11.02,13.02,12.6
"RS406","RussellSq","1",0.425386481958878,0.00972025068760853,14.9744862638861,14.7,1.6,0.0307,0.421,0.0167,0.377,57.41,6.5,15.07,12.3
"RS407","RussellSq","1",0.485914205929217,-0.0678448468696484,9.85303494050581,9.65,1.54,0.0237,0.424,0.0242,0.305,51.99,2.62,17.85,11.3
"RS408","RussellSq","1",0.484810286173304,0.0164150373233377,13.3916631053618,13.1,1.64,0.0287,0.44,0.0284,0.261,57.21,2.51,11.56,11.3
"RS409","RussellSq","1",0.512653828060058,-0.039171072938483,10.4704967627693,10.3,1.45,0.0261,0.374,0.0091,0.259,53.18,3.25,13.61,10.2
"RS410","RussellSq","1",0.458811391131393,0.028236971999227,12.7965611254676,12.6,1.33,0.03,0.342,0.00429,0.117,56.06,5.74,15.24,11.9
"RS411","RussellSq","1",0.478561286027452,-0.026645293592974,10.3505315086602,10.2,1.37,0.0256,0.369,0.00445,0.194,52.96,3.62,17.54,11.4
"RS412","RussellSq","1",0.507633627431112,-0.00601852222417606,11.4654135808252,11.3,1.46,0.0271,0.362,0.00363,0.0589,54.74,3.98999999999999,12.26,10.9
"RS413","RussellSq","1",0.496491035135065,-0.0048787890489876,11.6701463931822,11.5,1.48,0.0259,0.403,0.00622,0.234,54.55,5.27,13.12,10.7
"RS414","RussellSq","1",0.537398511678092,-0.0816885524208454,9.45287313231961,9.31,1.54,0.0231,0.44,0.00831,0.178,51.31,2.04,12.71,10.3
"RS415","RussellSq","1",0.481411262637202,0.0194315818064789,12.8094020024001,12.6,1.49,0.0303,0.377,0.00706,0.148,56.84,4.56,12.76,11.5
"RS416","RussellSq","1",0.511332695788107,-0.0271182849999504,12.1298170769528,11.9,1.46,0.0341,0.466,0.00849,0.132,56.16,4.22000000000001,10.81,10.7
"RS417","RussellSq","1",0.464536535910417,-0.00511562786687328,11.5874333923783,11.4,1.4,0.0291,0.473,0.00626,0.1,55.01,3.54,16.87,12.2
"RS418","RussellSq","1",0.409005234530353,0.0204692119428799,12.9040668185043,12.7,1.26,0.0295,0.358,0.00668,0.148,55.21,5.75,20.57,14.2
"RS419","RussellSq","1",0.470720520732159,0.0444438979244327,12.4819477680947,12.3,1.27,0.0286,0.32,0.00339,0.384,55.81,3.92,14.47,10.3
"RS420","RussellSq","1",0.505732303795871,-0.0513923758529554,11.3521974045877,11.2,1.54,0.0235,0.39,0.00571,0.276,52.57,7.36,12.64,10.3
"RS421","RussellSq","1",0.481112558037719,0.028824750356308,13.2999800634244,13.1,1.48,0.028,0.336,0.00699,0.355,56.43,6.84,11.83,11.3
"RS422","RussellSq","1",0.476401704913958,0.0621341009891329,13.5988258079616,13.4,1.41,0.0269,0.406,0.0077,0.0886,56.83,6.51000000000001,11.78,11.6
"RS423","RussellSq","1",0.509482823942024,-0.0102332961070991,11.1622866531811,11,1.46,0.0272,0.339,0.00335,0.128,54.61,4.69,12.62,10.3
"RS424","RussellSq","1",0.54853384955926,-0.0148111685192269,10.1434074389197,10,1.42,0.0254,0.32,0.00321,0.0661,53.61,7.77,10.17,9.75
"RS425","RussellSq","1",0.587674201393631,-0.0809398142202802,7.95711591924443,7.84,1.37,0.0232,0.364,0.00424,0.07,50.24,4.72000000000001,9.9,9.19
"RS426","RussellSq","1",0.524846045452799,0.023368155203368,12.5857961921988,12.4,1.4,0.0278,0.366,0.00534,0.0521,55.65,9.33000000000001,8.3,10.2
"RS427","RussellSq","1",0.523580412074145,-0.0239930840743193,11.3679893716164,11.2,1.6,0.0263,0.404,0.00576,0.0877,54.74,4.98,10.69,10.8
"RS428","RussellSq","1",0.492761961422039,0.0188391506027179,13.0926419619405,12.9,1.54,0.0291,0.362,0.00398,0.105,56.78,5.91,10.91,10.9
"RS429","RussellSq","1",0.566418447749682,-0.0669230771028382,8.30385616739431,8.17,1.38,0.0254,0.351,0.00543,0.108,51.47,3.06,11.65,9.65
"RS430","RussellSq","1",0.529970980195585,-0.0495571885247704,11.0597547649841,10.9,1.52,0.0251,0.465,0.00605,0.142,52.98,9.49,10.54,10
"RS431","RussellSq","1",0.525877115439577,-0.0592831250367884,11.1577654168637,11,1.63,0.0248,0.488,0.00572,0.137,53.24,7.17,10.8,10.7
"RS432","RussellSq","1",0.468961950931133,0.0300209793382979,14.3156170948002,14.1,1.67,0.0283,0.375,0.00809,0.174,57.79,7.82,11.3,11.5
"RS433","RussellSq","1",0.553364896718547,-0.0397860408346954,9.84400870114745,9.69,1.47,0.0249,0.454,0.00786,0.135,52.89,7.58,10.24,10.4
"RS434","RussellSq","1",0.521291735328532,0.0662764065776835,12.8032208349326,12.6,1.48,0.0303,0.389,0.00551,0.0725,58.4,5.82,8.34,10.9
"RS435","RussellSq","1",0.562015901550894,-0.0803771739180033,8.99112005252561,8.82,1.43,0.0265,0.457,0.0134,0.0849,51.68,5.49,10.96,10.1
"RS436","RussellSq","1",0.476489482563333,0.0330078370526766,15.2355941483386,15,1.53,0.0328,0.398,0.00401,0.0798,58.43,7.06,8.79,10.8
"RS437","RussellSq","1",0.554142788151941,-0.101046886235187,8.27471475407716,8.13,1.48,0.0226,0.509,0.0133,0.182,50.06,6.09999999999999,13.1,11
"RS438","RussellSq","1",0.46700947146558,0.0537089983278859,15.2234181681106,15,1.53,0.0305,0.314,0.00471,0.154,58.45,4.85,9.81999999999999,10.7
"RS439","RussellSq","1",0.502143920001931,-0.0232021965381941,11.3806601028089,11.2,1.42,0.0262,0.393,0.00932,0.104,53.62,5.34,13.08,10.9
