"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","N5","S","R","I","FS","LAeq","LA10_LA90","LCeq_LAeq","SIL3"
"MG219","MonumentoGaribaldi","1",0.221051515095627,0.299966118897314,3.19035546867809,1.9223098688198,1.75506994545115,35.4,2.2,0.0524,0.276,0.00937,71.6,3.17,11.36,60.16
"MG220","MonumentoGaribaldi","1",0.238540808471796,0.284808881678119,3.1928976281678,1.90749560469105,1.78752157738409,32.9,2.11,0.0525,0.257,0.00637,70.43,3.8,11.94,58.7
"MG301","MonumentoGaribaldi","1",0.258927941482326,0.0692698301502022,3.09337896678888,1.59165104612,2.80244430291244,17.8,1.94,0.0289,0.673,0.0904,63.79,19.56,1.79,49.25
"MG302","MonumentoGaribaldi","1",0.358493654857102,-0.0899623100250999,3.01914007000973,1.87879855879192,3.3466510589415,8.64,1.72,0.0242,0.522,0.0234,52.98,11.78,1.61000000000001,40.52
"MG303","MonumentoGaribaldi","1",0.389366858944241,-0.161845295907488,2.97111202743525,2.08044382842685,3.47038756451349,6.62,1.75,0.0213,0.489,0.0147,47.24,7.33000000000001,4.09,37.98
"MG304","MonumentoGaribaldi","1",0.410068731057564,-0.164455217471963,3.0133766004321,2.04838633271884,3.45106630530091,5.65,1.42,0.0246,0.428,0.0122,46.18,5.39,5.51,34.74
"MG305","MonumentoGaribaldi","1",0.396892230916557,-0.162653114276954,2.98175477818884,2.07282655796807,3.44628271018348,6.27,1.67,0.0225,0.455,0.0191,47.25,6.62,4.89,37.22
"MG306","MonumentoGaribaldi","1",0.405264277008939,-0.195476618775695,2.97432574771555,2.0637061597577,3.56800713341351,5.6,1.57,0.0241,0.457,0.0144,46.74,6.45,4.64,34.94
"MG307","MonumentoGaribaldi","1",0.392417668625406,-0.192498627250533,2.96711776434267,2.04773113737078,3.39038217919535,6.29,1.64,0.0236,0.447,0.017,46.89,8.01,8.86,35.74
"MG308","MonumentoGaribaldi","1",0.392478475576412,-0.118831544022827,3.0256273380135,1.99824625958182,3.23012561546553,6.92,1.54,0.0248,0.435,0.0174,48.65,7.21,7.33,37.69
"MG309","MonumentoGaribaldi","1",0.402749593262751,-0.153079771403288,3.01115688025689,2.02231296147048,3.38875774053616,6.08,1.49,0.0226,0.37,0.0159,47.65,5.63,6.06,35.86
"MG310","MonumentoGaribaldi","1",0.393349049888427,-0.102057985513794,3.04248940846722,1.96422644001721,3.21850383098006,7.34,1.49,0.0301,0.444,0.0192,50.14,8,6.4,37.87
"MG311","MonumentoGaribaldi","1",0.324579827336739,0.0144968232987503,3.04515768596323,1.90827618459909,2.94892656966642,14.7,2.04,0.0337,0.668,0.0706,58.85,11.54,2.33,47.96
"MG312","MonumentoGaribaldi","1",0.376552021119483,-0.053137105974041,3.0558313286231,1.93756653429338,3.14505830862063,8.65,1.61,0.0232,0.38,0.0151,52.16,7.16,4.22000000000001,40.89
"MG313","MonumentoGaribaldi","1",0.391146126609035,-0.118148579680847,3.03736127134158,1.97528191580474,3.08428594467325,7.12,1.46,0.0225,0.318,0.0228,48.45,6.37,11.17,37
"MG314","MonumentoGaribaldi","1",0.400556899809338,-0.195197819502951,2.96978378846338,2.07988290616254,3.53675765376429,5.91,1.61,0.0205,0.378,0.0186,46.25,5.76,5.27,35.37
"MG315","MonumentoGaribaldi","1",0.404741057786163,-0.198629181607503,2.97511583670482,2.06081297379295,3.3916274500481,5.74,1.55,0.0228,0.355,0.0146,46.51,5.87,9.54,34.63
"MG316","MonumentoGaribaldi","1",0.396163894103129,-0.196365956271854,2.97135329357729,2.06008211181658,3.51173240140361,5.98,1.59,0.0217,0.388,0.0149,46.03,7.07,6.11,35.11
"MG317","MonumentoGaribaldi","1",0.403780415501281,-0.208539669519679,2.95823775695414,2.0911295549235,3.5854653819325,5.77,1.63,0.022,0.378,0.0135,46.41,5.77,5.12,34.99
"MG318","MonumentoGaribaldi","1",0.391045863312751,-0.157493279355161,2.99927240013619,2.02734547953965,3.37801399127017,6.69,1.56,0.021,0.378,0.0162,47.16,6.7,6.53,36.36
"MG319","MonumentoGaribaldi","1",0.365058739495626,-0.171287427215734,2.97285876150336,1.93463876627688,3.57615052678544,7.04,1.69,0.0201,0.378,0.0151,48.94,11.87,2.27,37.01
"MG320","MonumentoGaribaldi","1",0.367012080694174,-0.0630827121007969,3.04411340459197,1.87868036933712,3.25132783202669,8.5,1.66,0.0265,0.359,0.0275,53.45,10.81,2,41.04
"MG321","MonumentoGaribaldi","1",0.329084687426607,-0.149431596436405,2.92632130424564,1.83465202957977,3.37256042778091,8.4,2.14,0.0187,0.444,0.0269,55.06,17.32,4.89,42.14
"MG322","MonumentoGaribaldi","1",0.330441316964109,-0.149293301519015,2.92333284081042,1.9194534458089,3.41742690482492,9.66,2.19,0.0238,0.681,0.0561,54.15,16.34,3.13,42.85
"MG323","MonumentoGaribaldi","1",0.343327257549522,-0.166831933591333,2.93497492810142,1.89336718634789,3.27776858189667,7.89,1.99,0.0176,0.413,0.0156,52.05,14.55,9.17,39.99
"MG324","MonumentoGaribaldi","1",0.348547968127571,-0.124395015704159,2.97963224048303,1.8502662444308,3.2368714776371,9.27,1.85,0.0256,0.4,0.0199,54.92,13.41,7.12,40.33
"MG326","MonumentoGaribaldi","1",0.355225140690291,-0.226137236849228,2.9549962278246,1.88313264116415,2.98008764370598,7.91,1.57,0.0223,0.48,0.0141,47.96,13.29,22.55,33.7
"MG327","MonumentoGaribaldi","1",0.333307590967122,0.00200708198471332,3.05052175279859,1.84989226089614,3.05010311142128,11.1,1.92,0.0219,0.452,0.0397,56.21,12.3,1.33,46.14
"MG328","MonumentoGaribaldi","1",0.3465148147165,-0.0172349353059149,3.04963448133991,1.89576894736494,3.00683609524339,10.4,1.83,0.0223,0.387,0.0269,54.17,10.64,4.34,44.46
"MG329","MonumentoGaribaldi","1",0.37315774387113,-0.0705675175732608,3.07481060035031,1.85563402205041,3.1028698379593,8.36,1.39,0.0272,0.333,0.0175,51.25,9.86,7.14,38.14
"MG330","MonumentoGaribaldi","1",0.328100577061536,0.0848377082939219,3.11040759333216,1.81046665633743,2.79272467580726,11.9,1.87,0.0241,0.383,0.0594,57.41,12.76,1.18000000000001,49.08
"MG331","MonumentoGaribaldi","1",0.364992382726238,-0.0432489413260189,3.04781191053166,1.89431002869931,3.18968951310261,7.75,1.74,0.0208,0.381,0.0435,52.56,10.78,1.56,42.72
"MG332","MonumentoGaribaldi","1",0.343374423721703,-0.0381021942882413,3.04294217553268,1.82277937159396,3.20569373391297,8.57,1.81,0.0191,0.407,0.0576,53.97,13.76,0.410000000000004,43.67
"MG333","MonumentoGaribaldi","1",0.336293550674767,-0.0520326308664468,3.05785781054715,1.73410968394923,3.24273279006447,8.71,1.61,0.0221,0.453,0.0303,53.72,16.18,1.4,41.02
"MG334","MonumentoGaribaldi","1",0.31066671471749,0.0284573932791233,3.09709235533788,1.6849738178333,2.98149127693593,11.8,1.7,0.0237,0.422,0.0496,57.01,16.93,1.32,45.16
"PL301","PancrasLock","1",0.178582142204952,0.0340900721003838,1.78552372780747,2.94150848217581,2.67839420849939,21.9,2.77,0.0313,0.314,0.00429,66.19,0.849999999999994,3.61,58.48
"PL302","PancrasLock","1",0.207886322655441,0.0275355596888318,1.9851661509191,2.83082418752362,2.72270010888318,17.7,2.53,0.0279,0.312,0.00383,63.09,0.990000000000002,3.92999999999999,55.58
"PL303","PancrasLock","1",0.230999952557169,-0.00650093307529884,2.21329209969449,2.73570674367298,2.83904784004837,14.4,2.32,0.0264,0.328,0.00416,60.02,1.96,4.57999999999999,51.87
"PL304","PancrasLock","1",0.270169009650597,-0.0566361099480085,2.76610218730418,2.44430052302238,2.84473207041103,8.86,1.73,0.023,0.301,0.00332,52.34,2.66,10.85,43.38
"PL305","PancrasLock","1",0.264716347055977,-0.032866632718182,2.63536535894663,2.47961508304636,2.71475620487921,9.92,1.84,0.0249,0.306,0.00806,54.41,2.18,11.81,45.57
"PL306","PancrasLock","1",0.265045477048828,-0.123946082325702,2.60534137244271,2.45606960693489,2.74013676690592,9.91,2.13,0.0242,0.316,0.0138,52.56,1.47,18.84,44.44
"PL307","PancrasLock","1",0.21959968867899,0.00634019294971341,2.17211970640743,2.65358497587514,2.48627647373357,16.5,2.34,0.0293,0.323,0.00692,60.91,0.719999999999999,12.58,52.65
"PL308","PancrasLock","1",0.247216404854196,-0.0758159041214511,2.54054963576783,2.45795236006586,2.63890641991437,12.3,2.08,0.0262,0.33,0.00887,54.69,2.19,17.02,46.17
"PL309","PancrasLock","1",0.259434411211037,-0.00705447812155299,2.65018379928241,2.5358731724686,2.87343393662144,10.3,1.75,0.0251,0.294,0.00474,54.67,3.79,5.52,45.8
"PL310","PancrasLock","1",0.258018288300726,0.00309091922606991,2.69044863729298,2.28695928221663,2.50259810167186,10.5,1.67,0.0263,0.362,0.00806,54.64,4.61,14.53,45.41
"PL311","PancrasLock","1",0.262282154974421,-0.00877203427100515,2.71186974554012,2.47632912200008,2.74511508951792,10.2,1.67,0.0258,0.329,0.00554,54.46,3.01,9.15,44.94
"PL312","PancrasLock","1",0.256681912627019,-0.021548596526524,2.76086682417454,2.34839400675763,2.83513649244829,10.1,1.64,0.0242,0.36,0.00609,53.67,5.91,8.06,44.05
"PL313","PancrasLock","1",0.265996716281766,-0.0195906679505311,2.80052264408946,2.44806832677512,2.91771615365998,9.18,1.58,0.0233,0.311,0.00378,53.43,3.94,5.81,43.55
"PL314","PancrasLock","1",0.209612452129944,0.0671207545181058,2.49803382516706,2.36531570768378,2.58427730442287,16.4,1.74,0.0275,0.395,0.0099,59.74,6.31,5.94,49.2
"PL315","PancrasLock","1",0.235995557920326,0.00428077120476786,2.77112758190454,2.16908746018995,2.27046620139002,13.7,1.55,0.0285,0.347,0.0101,55.33,4,20.48,44.38
"PL316","PancrasLock","1",0.241332948790982,-0.00946626869982378,2.31174600646858,2.72663770886653,2.7712775249664,13.4,2.2,0.027,0.311,0.00406,58.63,0.920000000000002,7.02999999999999,50.45
"PL317","PancrasLock","1",0.203676946066979,0.0227801593219587,1.96944015530684,2.91619259428968,2.73912321885213,18.7,2.56,0.0307,0.307,0.0043,63.67,0.719999999999999,3.73,55.74
"PL318","PancrasLock","1",0.169373204031829,0.022200795205125,1.72543097983944,2.96750393962101,2.69377482675614,23.1,2.88,0.0314,0.32,0.00386,66.73,0.670000000000002,3.94,59.12
"PL319","PancrasLock","1",0.169024710011464,0.0379917080491499,1.76903944550914,2.95763412108088,2.6658455007788,23.2,2.78,0.0318,0.305,0.00407,66.6,0.690000000000012,3.51000000000001,58.78
"PL320","PancrasLock","1",0.163721973783298,0.0403149548032851,1.69588266781944,3.00995382991085,2.67816975041682,24,2.87,0.0327,0.316,0.00453,67.51,0.679999999999993,2.70999999999999,59.83
"PL321","PancrasLock","1",0.0447074732968788,-0.0183082763081346,1.05751352834358,3.27114754387719,2.80941123782752,39.3,3.86,0.0366,0.358,0.00646,74.67,1.48,1.48999999999999,67.73
"PL322","PancrasLock","1",0.263025308989563,-0.0657153689094312,2.72310273973014,2.4552880210058,2.81085314959176,9.94,1.81,0.0239,0.369,0.00609,52.98,2.39,12.3,43.83
"PL323","PancrasLock","1",0.266466506957719,-0.0825513265594896,2.82497291783622,2.41302276421872,2.77668484318872,9.6,1.72,0.0241,0.312,0.0036,51.46,2.08,14.96,42.15
"PL324","PancrasLock","1",0.257972649349301,-0.0223734746894644,2.71338631891227,2.37626157113297,2.61222667662263,10.6,1.71,0.0245,0.302,0.00437,53.35,2.70999999999999,13.94,44.66
"PL325","PancrasLock","1",0.236126766656447,0.0543438046690753,2.63682521362459,2.30117087052182,2.39203592492503,13.7,1.59,0.0306,0.317,0.0108,58.21,5.56,12.52,47.08
"PL326","PancrasLock","1",0.268203471204288,-0.0981175775425464,2.9038248081608,2.18488100330346,2.56859266451554,9.05,1.66,0.0223,0.319,0.00816,50.34,2.4,22.07,40.79
"PL327","PancrasLock","1",0.222770941923367,-0.0101878143252245,2.7233405769721,1.93718164156702,2.47141458239104,13.5,1.66,0.0237,0.322,0.0192,55.16,9.86,16.51,44.75
"PL328","PancrasLock","1",0.276754686544474,-0.129211303411188,2.81934248638486,2.41340991436714,2.87389991672922,8.03,1.86,0.0217,0.322,0.00558,49.76,1.68,16.53,41.41
"PL329","PancrasLock","1",0.275637312824097,-0.129145245424152,2.81470817886155,2.33810067636236,2.76046219787201,8.15,1.87,0.0218,0.325,0.0113,49.7,1.86,19.6,41.45
"PL330","PancrasLock","1",0.253368731108994,0.009438193863161,2.73762662412976,2.29677191098029,2.39672928650526,11.7,1.58,0.0295,0.387,0.00728,55.63,3.9,16.61,44.93
"PL331","PancrasLock","1",0.26545352794029,-0.0413701227680704,2.75584939206352,2.42938018679955,2.63227343511883,10.1,1.7,0.0265,0.387,0.00549,53.26,2.02,15.01,43.79
"PL332","PancrasLock","1",0.169150279234094,0.112811095183236,2.45443730323137,2.182339558147,2.17236339643518,22.1,1.66,0.0374,0.434,0.00922,63.06,10.71,12.26,50.65
"PL333","PancrasLock","1",0.172727819387004,0.0432347318186666,2.52750551226952,2.15714017513831,2.51606656131924,20.5,1.76,0.0302,0.385,0.00826,59.52,11.06,9.66999999999999,48.43
"PL334","PancrasLock","1",0.269052004197187,-0.0504030210652845,2.77225704944431,2.45047458783926,2.73730607140145,9.51,1.7,0.0265,0.331,0.00417,53.15,2.75,13,43.43
"PL335","PancrasLock","1",0.260887399989442,-0.0313613424883172,2.71832314486108,2.461279749838,2.73893913904453,10.5,1.72,0.0274,0.411,0.00789,54.4,3.61000000000001,11.16,44.49
"PL336","PancrasLock","1",0.157323283334217,0.0226521851885388,1.59605747501896,3.07732103832883,2.73137194969932,24.9,3.05,0.0337,0.357,0.00415,68.09,0.940000000000012,2.45,60.91
"PL337","PancrasLock","1",0.204977579675125,0.0311593067381018,2.00552645405468,2.8681429504488,2.68012814939439,18.5,2.49,0.0304,0.315,0.00452,63.45,0.68,4.70999999999999,55.38
"PL338","PancrasLock","1",0.203099846532302,0.0362666128183363,1.99367647927966,2.89984452107147,2.70873808813851,18.8,2.49,0.031,0.309,0.00376,63.88,0.809999999999995,3.43,55.64
"PL339","PancrasLock","1",0.100146590720787,0.019583253289147,1.26453283103133,3.23351255041265,2.72820839159262,32.5,3.49,0.0361,0.336,0.00499,72.43,0.440000000000012,1.36999999999999,65.47
"PL340","PancrasLock","1",0.192066303661297,0.0295263081550013,1.90973053192652,2.93550017084532,2.7284356313349,20.2,2.62,0.0314,0.297,0.00417,64.53,1.01000000000001,3.2,56.68
"PL341","PancrasLock","1",0.17915412533613,0.0362539139535487,1.84865360376446,2.89227029623758,2.64350436567658,21.8,2.68,0.0312,0.312,0.006,65.8,0.919999999999987,4.55,57.65
"PL401","PancrasLock","1",0.212004099689356,0.00507242938546859,2.0477596524533,2.82558887213577,2.80553366407074,17.1,2.51,0.0282,0.329,0.00954,62.09,1.67,3.95,54.33
"PL402","PancrasLock","1",0.266940533941886,-0.0600585022165522,2.78121916482078,2.33974245930159,2.62050479434601,9.63,1.72,0.0257,0.36,0.0137,52.79,2.87,17.08,43.11
"PL403","PancrasLock","1",0.278513480001823,-0.11174670808085,2.85930480596994,2.42791977606274,2.92346377256998,7.75,1.76,0.0219,0.319,0.00731,49.86,2.15,13.91,41.15
"PL404","PancrasLock","1",0.217375703829315,-0.0437505866222897,2.78167891432602,2.03886687869891,2.60520847771357,14.6,1.66,0.0265,0.343,0.00909,54.85,9.84,15.63,43.47
"PL405","PancrasLock","1",0.219240388092738,0.00643662978919723,2.65884737747805,2.09661431263157,2.40642136167786,14.9,1.69,0.0284,0.36,0.00624,56.61,8.56,16.25,45.98
"PL406","PancrasLock","1",0.267611128715774,-0.133894904241983,2.55087109343669,2.74950423384322,3.20559143634357,9.5,2.22,0.0227,0.3,0.00259,53.25,0.759999999999998,7.03,45.08
"PL407","PancrasLock","1",0.268606646411741,-0.140952558081202,2.62805316055404,2.69882504452545,3.27252348479049,8.99,2.14,0.0211,0.289,0.0034,51.95,1.51000000000001,6.25,43.88
"PL408","PancrasLock","1",0.27177763499074,-0.118870597896858,2.64598535379632,2.59047978933291,2.99643802584233,8.9,2.06,0.0223,0.307,0.00837,52.18,0.859999999999999,11.78,43.98
"PL409","PancrasLock","1",0.199906228654212,0.00767157284328038,2.24626464553583,2.52577555905158,2.33867122661846,19,2.24,0.0312,0.347,0.0145,60.52,2,16.65,51.64
"PL410","PancrasLock","1",0.228432250483165,-0.019678490577859,2.29905713884528,2.43350020985573,2.42974178567424,14.8,2.25,0.0287,0.328,0.021,59.06,3.34999999999999,16.95,50.42
"PL411","PancrasLock","1",0.129389045974312,0.166953075219685,2.17534193418884,2.98231407053328,2.15852410513821,31.7,1.86,0.0741,0.344,0.0111,70.36,15.39,6.33,55.54
"PL412","PancrasLock","1",0.233532865525849,-0.0141578623816868,2.34904636016306,2.67633912761894,2.89080148138325,14.1,2.15,0.0279,0.332,0.0116,60.49,3.05,4.02,49.94
"PL413","PancrasLock","1",0.194647822463206,0.0415918788002787,1.90859310189741,2.93330718880377,2.6956859155254,19.9,2.59,0.031,0.302,0.00424,64.67,0.579999999999998,3.06999999999999,56.89
"PL414","PancrasLock","1",0.168699461298032,0.0290108207464658,1.75270443180122,2.93487223292186,2.70927582268871,23,2.83,0.0312,0.317,0.011,66.54,1.47,3.19999999999999,58.83
"PL415","PancrasLock","1",0.173062848947162,-0.0247126451052563,1.70878548521668,3.00207202886605,2.88114199627593,22.3,3.03,0.0297,0.318,0.00371,65.68,1.09999999999999,2.97,58.56
"PL416","PancrasLock","1",0.227514146421638,0.0224683762269708,2.25667467185624,2.7276889272907,2.76578361674863,15,2.19,0.0273,0.352,0.0113,60,1.81,4.39,51.72
"PL417","PancrasLock","1",0.262276755375819,-0.012525638130834,2.65238601566775,2.51624364836978,2.67191743416603,10.5,1.76,0.0255,0.318,0.00441,54.75,1.22000000000001,11.2,45.69
"PL418","PancrasLock","1",0.243495307938807,0.0213135229555959,2.56009095227847,2.57825808826655,2.69266887959651,13.3,1.79,0.0316,0.419,0.0373,59.03,3.64,7.45,47.53
"PL419","PancrasLock","1",0.182735555852373,0.0088045935800154,2.51557095008762,2.33965975934068,2.71291465250048,19.9,1.89,0.0346,0.676,0.0607,60,11.13,8.04000000000001,47.89
"PL420","PancrasLock","1",0.255252592105039,-0.030490426129887,2.68147855942717,2.50594771124211,2.95023371522567,10.6,1.77,0.0242,0.41,0.00898,54.4,4.24,5.54,44.99
"PL421","PancrasLock","1",0.258237414587111,-0.0433318689717236,2.6821602211957,2.54711010184408,3.03574113975823,10.3,1.8,0.0243,0.528,0.0149,55.06,3.94,4.27,44.79
"PL422","PancrasLock","1",0.276165585034351,-0.0881341033102117,2.80134561195906,2.43150502656267,2.80071392550211,8.35,1.77,0.0235,0.413,0.00664,51.32,1.81,14.83,42.36
"PL423","PancrasLock","1",0.24144329428807,0.00661153106092291,2.76147982351487,2.15430279709339,2.35952347148225,12.7,1.56,0.0291,0.43,0.017,55.53,6.13,18.03,44.53
"PL424","PancrasLock","1",0.274271785481427,-0.0618377861548943,2.82398873764219,2.42933780259399,2.81901895928637,8.55,1.67,0.0253,0.41,0.0109,51.86,3.41,12.25,42.48
"PL425","PancrasLock","1",0.273897514202061,-0.0381326959789202,2.89813765801525,2.3287764291264,2.67560378522406,8.53,1.51,0.0239,0.316,0.0132,51.51,2.66,14.34,41.84
"PL426","PancrasLock","1",0.281958860747565,-0.0791315336636649,2.89456017435883,2.52670880846999,2.9631476323486,7.67,1.62,0.0231,0.298,0.00289,50.59,1.27,10.09,41.24
"PL427","PancrasLock","1",0.262359312694703,-0.054633297005442,2.72287684622218,2.57447534517536,3.03207123352636,9.96,1.78,0.025,0.343,0.0105,53.61,3.58,5.57,44.02
"PL428","PancrasLock","1",0.261514848276116,-0.0405284711786844,2.67342399932719,2.51501207546875,2.71831140524615,10.6,1.81,0.027,0.302,0.00577,53.72,2.37,12.49,44.92
"PL429","PancrasLock","1",0.26065686644463,-0.0554875039860773,2.59714948748632,2.63524848262094,2.99102788778809,10.3,1.95,0.0237,0.304,0.00403,54.22,1.9,6.3,45.73
"PL430","PancrasLock","1",0.248587950911704,-0.0510066137205114,2.40571089306509,2.73917604030396,2.99751737525055,12,2.19,0.0237,0.293,0.00267,56.35,0.900000000000006,5.02,48.45
"PL431","PancrasLock","1",0.191792280686754,0.0214916921786214,1.86718685261306,2.93827120187547,2.77105998839928,20,2.7,0.0294,0.308,0.00388,64.5,0.659999999999997,2.67,57.12
"PL432","PancrasLock","1",0.242466780329716,-0.0054090590744893,2.39743840194649,2.68704323263131,2.84298657143708,12.9,2.08,0.0259,0.313,0.00649,57.44,1.91999999999999,5.26000000000001,49.31
"PL433","PancrasLock","1",0.260586732898787,-0.0445867272404721,2.6102941233702,2.66129398578117,2.99948549473971,10.5,1.9,0.0259,0.338,0.0047,54.8,2.63,5.11,45.75
"PL434","PancrasLock","1",0.270101942101193,-0.045115974357125,2.79125004779815,2.50906190574718,2.93790646597144,9.05,1.66,0.0258,0.345,0.0039,53.13,3.91,7.36,43.26
"PL435","PancrasLock","1",0.252787871519559,0.00499862860324701,2.79049972360142,2.34019026882491,2.83547499813356,10.7,1.52,0.0266,0.33,0.00757,55.28,7.2,5.64,44.14
"PL436","PancrasLock","1",0.267878770804665,-0.0151946848882215,2.89685095939573,2.41412059613538,2.81480269664084,9.32,1.44,0.0264,0.32,0.00465,52.69,4.41999999999999,8.46,42.3
"PL437","PancrasLock","1",0.066658504955716,0.100894120373356,2.00250126979973,2.1645015440585,2.31754091211854,33.8,2.29,0.0359,0.39,0.0122,67.7,15.26,7.81999999999999,56.68
"PL438","PancrasLock","1",0.145534159658063,0.194010572071425,2.52958632877714,2.34680885996394,2.02593770679944,27.2,1.31,0.0615,0.38,0.00665,68.07,18.42,8.55000000000001,51.16
"PL439","PancrasLock","1",0.215600314828568,0.138465404011738,2.71265988218356,3.09428835154942,2.23434648889783,22.4,1.21,0.0796,0.459,0.0114,66.35,12.07,8.2,47.76
"RF301","RegentsParkFields","1",0.612355429540743,-0.17890697562043,3.05997993880056,1.90486828097619,3.24269292125916,7.12,1.63,0.0204,0.454,0.0152,47.21,7.35,17.84,37.5
"RF302","RegentsParkFields","1",0.697816875783153,-0.129258001802256,2.96331258655269,1.95708786652983,3.39622769128744,7.64,1.71,0.0211,0.557,0.0182,51,10.93,9.87,40.37
"RF304","RegentsParkFields","1",0.540401759267521,-0.186162710963547,3.16201532253729,2.15578301960282,3.29776589109608,5.93,1.45,0.0221,0.469,0.0139,47.16,5.21,16.16,35.51
"RF305","RegentsParkFields","1",0.512874792004449,-0.12202584688322,3.06244132175599,1.84467994825844,2.82204900909113,8.92,1.51,0.0221,0.524,0.0146,49.22,5.08,23.49,38.71
"RF306","RegentsParkFields","1",0.644327301161699,-0.0296768377105216,2.99224015163022,2.03681452883949,3.15527685290176,10,1.46,0.0249,0.578,0.046,56.72,11.49,6.91,41.97
"RF307","RegentsParkFields","1",0.452987772428325,-0.102274929887411,3.15892186653177,2.20501956549621,2.92233646759994,6.46,1.29,0.022,0.376,0.0118,47.89,2.15000000000001,18.34,37.37
"RF308","RegentsParkFields","1",0.580104466438836,-0.0792160997836732,3.13204222351581,1.54804260081976,2.60692607776601,10,1.29,0.0242,0.505,0.0137,51.15,8.83,24.46,38.41
"RF309","RegentsParkFields","1",0.48306184558428,-0.112468793769289,3.16977710698052,1.76342555967353,2.65154636360328,8.34,1.29,0.0235,0.382,0.0242,49.88,4.5,26.28,36.95
"RF310","RegentsParkFields","1",0.387800042350882,-0.0672230469315897,3.11088046351429,2.14386910657721,2.65346881071667,9.97,1.3,0.0271,0.398,0.00846,53.4,3.24,22.03,39.12
"RF311","RegentsParkFields","1",0.396194026961702,0.0152136591449459,3.07208396357452,1.9937361994258,2.26878901624554,15.1,1.21,0.0359,0.422,0.0201,57.02,9.23,24.86,41.6
"RF312","RegentsParkFields","1",0.49729040544787,-0.121376391341797,3.18576970486359,2.01637177978697,2.90524304901431,6.95,1.28,0.0236,0.502,0.0251,48.62,4.66,20.45,36.44
"RF313","RegentsParkFields","1",0.485990356812822,-0.102044120108755,3.02842026582662,2.29839551041538,3.02983093416394,8.78,1.54,0.0289,0.647,0.037,51.38,7.31,16.75,39.7
"RF314","RegentsParkFields","1",0.44804199424266,-0.0893860802955498,2.96464070239923,3.01478142220474,3.41462516094656,9.09,1.64,0.037,0.714,0.0476,51.68,9.89,6.26,41.08
"RF315","RegentsParkFields","1",0.581238992184502,-0.110907283514285,3.04593180766108,2.34746345461217,3.40277732832255,7.58,1.52,0.0233,0.574,0.0214,50.35,7.73999999999999,7.46,39.24
"RF316","RegentsParkFields","1",0.661614533026084,-0.122107399073306,3.03239255146789,2.01684652196699,3.37403358113598,8.67,1.57,0.0223,0.527,0.0329,51.35,10.49,9.45,39.22
"RF317","RegentsParkFields","1",0.510685683823534,-0.160314965690754,3.15568510925857,2.29470638849356,3.26644212790013,5.92,1.41,0.0217,0.428,0.00379,46.03,3.94,14.63,36.19
"RF318","RegentsParkFields","1",0.527510922623921,-0.136550410206849,3.12521885744384,2.14177071215998,3.10928555431808,7.16,1.42,0.0234,0.518,0.00963,47.86,5.72,16.79,37.26
"RF319","RegentsParkFields","1",0.412992914161054,-0.101113729943597,3.28554659564808,2.6402685436888,3.19356679002196,7.39,1.04,0.0286,0.362,0.00685,50.44,4.12,9.72,35.19
"RF320","RegentsParkFields","1",0.434331632356311,-0.0901461641647848,3.03216991867889,2.25170549893177,2.8752821824157,8.77,1.5,0.0248,0.483,0.00575,50.09,3.48,19.24,39.99
"RF321","RegentsParkFields","1",0.459712155337199,-0.0504963307959086,2.93094573457685,2.31139242352165,2.89096447501441,11.4,1.61,0.0275,0.392,0.00629,52.53,6.45,15.9,42.71
"RF322","RegentsParkFields","1",0.490276647485497,-0.132723347644907,3.12082506964315,1.96351532512238,2.85161358910233,7.76,1.42,0.0232,0.496,0.00714,47.81,4.45,23.18,37.43
"RF323","RegentsParkFields","1",0.490857772549181,-0.101707915695092,3.15249221856785,2.01213869254255,2.83105424863229,8.27,1.3,0.0249,0.479,0.0177,49.53,5.43,20.68,37.51
"RF324","RegentsParkFields","1",0.604778698714734,-0.075163110548136,2.9141419370591,2.06221511376775,3.18719472025257,13.1,1.69,0.023,0.319,0.00485,52.25,10.05,10.52,42.49
"RF325","RegentsParkFields","1",0.471539985238155,-0.138382383938264,3.12240762296283,2.43865232742941,3.21060991733208,6.03,1.43,0.0245,0.54,0.01,47.41,3.89,14.38,37.26
"RF326","RegentsParkFields","1",0.43723527793898,-0.156551298595586,3.18802819781583,2.56762363952513,3.32862279264741,5.92,1.34,0.023,0.365,0.00269,46.42,1.9,12.33,35.7
"RF327","RegentsParkFields","1",0.582338081906036,-0.0343732256207282,2.98632741987814,2.10092965307149,3.04796759183109,13.1,1.47,0.0255,0.363,0.00412,53.75,10.43,9.71,42.09
"RF328","RegentsParkFields","1",0.449340527510619,-0.135651649788572,3.13626894663023,2.53150452306312,3.23971724550243,6.24,1.4,0.0248,0.515,0.0135,47.29,3.29,13.33,37.05
"RF329","RegentsParkFields","1",0.53981605365662,-0.134944238271831,3.16324802433139,2.24825969317239,3.23418685246821,6.71,1.35,0.0245,0.582,0.0262,48.45,6.56,13.3,36.55
"RF330","RegentsParkFields","1",0.442260329632306,-0.17328298702551,3.23875361657774,2.57231375457477,3.3685074856534,5.38,1.28,0.0228,0.397,0.00291,44.7,1.83,12.53,34.39
"RF331","RegentsParkFields","1",0.434503715312477,-0.132351024918191,3.21100318519158,2.54902138735954,3.21620508636355,5.95,1.25,0.0243,0.505,0.00479,46.44,2.43,12.93,35.79
