"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","N5","S","R","I","FS","LAeq","LA10_LA90","LCeq_LAeq","SIL3"
"SC220","StPaulsCross","1",0.315461298782034,0.0510772558901309,3.20079582554368,3.20477860275691,2.5342765897354,12.5,1.38,0.0291,0.353,0.00287,55.76,7.89,9.89000000000001,43.78
"SC221","StPaulsCross","1",0.391525242948671,0.0276894306727756,3.17213221453552,2.90622980756765,2.58488583277912,9.49,1.33,0.0267,0.324,0.00312,53.33,3.44,10.42,42.46
"SC222","StPaulsCross","1",0.323090045844265,0.123581548900345,3.29147662466073,2.79375691524283,2.43751698666769,18.2,1.45,0.0388,0.318,0.00415,59.64,8.46,6.63,47.19
"SC223","StPaulsCross","1",0.392381258491627,0.0459703217417252,3.20246335001061,2.80248973630395,2.51319510803041,10.4,1.64,0.0239,0.301,0.00361,54.52,1.72,10.12,46.09
"SC224","StPaulsCross","1",0.344138426336674,0.157833448808711,3.3369500406064,3.78407808742529,1.90820347598208,17,1.53,0.0341,0.356,0.0105,60.15,5.72,17.53,49.29
"SC225","StPaulsCross","1",0.335020992580617,0.0788539789111945,3.23710599122575,3.89832567902878,2.15975194876893,13.9,1.45,0.0307,0.356,0.00955,56.78,6.53,17.33,45.51
"SC226","StPaulsCross","1",0.382309317777884,0.0402866157959462,3.18750760125825,3.82906337488381,2.23541050513629,12.8,1.41,0.0314,0.318,0.00561,55.91,4.28,18.52,43.63
"SC227","StPaulsCross","1",0.291929860127464,0.127364414529811,3.2990655773861,3.25831196545872,2.27188606504007,17.5,1.56,0.0328,0.35,0.0091,59.73,8.36,10.39,48.38
"SR201","StPaulsRow","1",0.253165098222085,0.112218981355379,3.30656544367403,2.26332241165649,2.15218237913122,15,1.44,0.0306,0.342,0.004,58.51,6.41,7.17000000000001,47.52
"SR202","StPaulsRow","1",0.216531418109865,0.145924231351195,3.3532953605802,2.14283122422934,1.89692576373161,18.9,1.6,0.0347,0.314,0.00375,61.62,7.25000000000001,9.47000000000001,50.57
"SR203","StPaulsRow","1",0.27431793861129,0.0119671468753246,3.18275449509092,2.38220903205953,2.52253085835282,11.2,1.29,0.0296,0.401,0.00555,56.8,4.61,7.03,42
"SR204","StPaulsRow","1",0.230270955144844,0.17109981684973,3.38536386891186,2.17766647724349,1.95021765102412,19.2,1.61,0.0343,0.316,0.00412,62.72,9.52,5.82000000000001,51.73
"SR205","StPaulsRow","1",0.262510929262011,0.142043647417683,3.34556421825851,1.95926025254978,2.05489772443343,16.3,1.42,0.0318,0.302,0.00343,60.35,9.87,7.21,48.63
"SR206","StPaulsRow","1",0.218990556763892,0.111563354207303,3.313206606369,2.77242095758431,2.08945431179454,17.4,2.01,0.0343,0.624,0.0144,62.09,5.65,4.09999999999999,53.07
"SR207","StPaulsRow","1",0.179001201172681,0.119213377045184,3.33149844196467,2.26273270569428,1.98354591073199,29.4,2.53,0.0376,0.804,0.0372,67.87,15.43,1.73999999999999,58.54
"SR208","StPaulsRow","1",0.258899227913008,0.132132318295355,3.33338830766458,2.13269862751431,1.99261136780225,14.2,1.52,0.0336,0.503,0.005,60.06,7.52,8.92,49.16
"SR209","StPaulsRow","1",0.265238906726222,0.135960636950886,3.33548925843746,1.74980547734317,1.95938767342579,15.1,1.32,0.0335,0.389,0.00785,59.47,9.52,11.14,47.36
"SR210","StPaulsRow","1",0.291090952008734,0.123957893699228,3.31807829738692,1.64006723156282,1.99697314550103,12.7,1.26,0.0308,0.319,0.00717,57.88,9.43,11.79,46.22
"SR211","StPaulsRow","1",0.25439095336276,0.183267295609114,3.39607970784927,1.96772246647927,1.86418729312154,15.8,1.42,0.0362,0.433,0.00881,61.54,9.82,8.76,50.31
"SR212","StPaulsRow","1",0.245325727728419,0.133576516424877,3.34905682609185,2.26258153211612,2.19254768755699,18.2,1.66,0.0447,0.466,0.0158,68.3,14.78,1.58,50.99
"SR213","StPaulsRow","1",0.294448725594618,0.180232040891624,3.40476687190326,1.36072721676687,2.15004901498561,19.4,1.28,0.0401,0.468,0.0191,69.54,21.77,1.73999999999999,49.29
"SR214","StPaulsRow","1",0.288850347227541,-0.00229432408884533,3.15845663332123,1.72553929596394,2.26284685158372,9.71,1.17,0.029,0.353,0.0058,53.16,4.76000000000001,16.37,40.07
"SR215","StPaulsRow","1",0.241060823051692,0.112932446523605,3.31342729533078,2.11445750646839,2.11212143963244,19.3,1.76,0.0463,0.338,0.011,61.63,16.11,5.35999999999999,50.74
"SR216","StPaulsRow","1",0.298484089939157,-0.0422065435204787,3.10649938854523,2.13832434942798,2.56294788799018,8.67,1.25,0.0271,0.401,0.00972,50.98,4.19,11.46,39.09
"SR217","StPaulsRow","1",0.290595704866098,0.0024089458356599,3.16557194558895,2.46971761827639,2.52813847952083,9.14,1.38,0.0275,0.361,0.0052,53.4,3.73,7.38,42.27
"SR218","StPaulsRow","1",0.288163334696257,0.00608658509476215,3.16917633355203,2.2748032238248,2.49941649763735,9.29,1.18,0.029,0.409,0.00413,53.37,4.15000000000001,9.38,40.52
"SR219","StPaulsRow","1",0.24893047031811,0.0907172754129991,3.27662006387994,2.09335940720567,2.18629451778865,17.7,1.6,0.0338,0.569,0.0334,58.47,10.32,7.12,48.02
"SR220","StPaulsRow","1",0.253982400733179,0.0852622551391062,3.26899396909689,2.19473016833723,2.23403371360111,15.4,1.41,0.0291,0.349,0.0181,56.94,6.41,7.81,45.99
"SR221","StPaulsRow","1",0.29720959300974,-0.00106135220247894,3.16268457392508,2.10849340356695,2.47862459728673,10.3,1.34,0.0288,0.376,0.00427,54.1,6.65,9.17,41.8
"SR222","StPaulsRow","1",0.301205114371304,0.0415206341033348,3.21683722312811,1.97588469959191,2.37284402581905,10.8,1.28,0.0302,0.298,0.00354,55.98,8.41999999999999,8.70000000000001,43.04
"SR223","StPaulsRow","1",0.24308079369618,0.0928856253838031,3.28165175185037,2.04093554826863,1.97884205212384,13.2,1.35,0.036,0.393,0.0131,58.57,4.9,14.07,45.85
"SR224","StPaulsRow","1",0.281255539001023,0.0369067278500158,3.21055555857844,2.24074369356314,2.31056334637591,10.6,1.42,0.0292,0.294,0.00451,55.3,4.77,9.71000000000001,44.14
"SR225","StPaulsRow","1",0.271547454672353,0.0496303666666697,3.22599566545714,2.40780075924624,2.32258086822471,11,1.41,0.0292,0.299,0.00497,55.5,3.79,8.42,44.56
"SR226","StPaulsRow","1",0.238408611559338,0.158650087742683,3.36893110735829,2.06656154637153,2.08761334632559,20.6,1.6,0.0495,0.324,0.0156,62.94,18.57,3.42,51.09
"SR227","StPaulsRow","1",0.192616725640825,0.136200949316032,3.33972106033471,2.82389379323967,2.13598763216804,19.3,1.69,0.0565,0.332,0.0177,61.6,12.93,3.46999999999999,50.96
"SR228","StPaulsRow","1",0.220718954456702,0.154380156453426,3.3662866024209,2.49733824349487,2.08884650527704,18.7,1.68,0.0566,0.367,0.019,64.39,16.48,2.97,51.75
"SR229","StPaulsRow","1",0.187857357120246,0.161556460543627,3.37922388484342,2.65270606154606,1.9584935107978,22.7,2.08,0.0583,0.333,0.0117,65.11,17.04,2.51000000000001,55.92
"SR230","StPaulsRow","1",0.295582210462455,0.00572554945898447,3.16549580840609,2.19128906040698,2.52923703929514,10.9,1.33,0.0265,0.367,0.0262,53.24,6.2,7.73,41.8
"SR231","StPaulsRow","1",0.302040831578235,0.0693974887263655,3.25093826763659,1.93053567667899,2.3129782019067,12.9,1.44,0.0279,0.316,0.0114,56.74,10.15,6.75,45.67
"SR232","StPaulsRow","1",0.249101998943681,0.0986093584482657,3.29599128521784,2.3602977335464,2.12596823601986,17.2,1.96,0.0303,0.363,0.0228,62.03,8.33,4.69,52.03
"SR233","StPaulsRow","1",0.2213566849407,0.131181977088058,3.33295752362551,2.27974917657555,2.06114878313637,20.7,1.79,0.0299,0.383,0.0248,61.58,8.21,5.14,51.67
"SR234","StPaulsRow","1",0.305526353215022,-0.00912337327531176,3.14930591357899,2.0536359247923,2.46268209211334,10,1.44,0.0258,0.408,0.018,53.06,6.33,9.75,42.29
"SR235","StPaulsRow","1",0.292933499356512,0.00355589137797784,3.16531462368458,1.96132268370332,2.33653734516494,9.66,1.29,0.0277,0.347,0.00699,52.9,4.79,13.08,41.42
"SR236","StPaulsRow","1",0.297728881163966,-0.0331017226289706,3.11796887672444,2.02438195246071,2.4754502944637,8.05,1.16,0.0275,0.316,0.00404,51.01,3.49,13.64,38.63
"SR237","StPaulsRow","1",0.306756500704663,-0.0393153319176788,3.1161686133896,2.09296375610139,2.68954539730655,10.8,1.36,0.0285,0.343,0.0239,55.39,8.57,6.67,40.44
"SR238","StPaulsRow","1",0.274083522130282,0.0288659103223161,3.19848083422976,2.2895670537331,2.35849333622906,10.6,1.31,0.0293,0.344,0.00565,54.33,3.73,10.1,42.71
"SR239","StPaulsRow","1",0.302848172233627,0.00697218028801266,3.17162905988343,1.79144554128173,2.44783937303244,12.2,1.29,0.0286,0.301,0.00449,53.89,9.71,9.74,41.63
"SR240","StPaulsRow","1",0.23472189464123,0.0919608996667887,3.28039118138664,2.69463806911399,2.13752149342697,12,1.47,0.035,0.299,0.00273,57.24,1.79,9.10999999999999,46.93
"SR241","StPaulsRow","1",0.230045765487309,0.0763932046513235,3.26066531319252,2.94279081428733,2.26184477016546,11.2,1.43,0.0375,0.28,0.00348,56.79,1.13,7.50000000000001,45.9
"SR242","StPaulsRow","1",0.298379619955142,-0.059831359124362,3.08484603171294,2.38137307560354,2.75788603598319,7.22,1.05,0.0283,0.299,0.00306,50.54,2.91,9.33,36.5
"SR243","StPaulsRow","1",0.286396252720594,0.0472805294340953,3.22220623147915,2.14719201618492,2.38249412794181,12.4,1.37,0.0278,0.421,0.00537,55.1,7.15,7.41,44.06
"SR244","StPaulsRow","1",0.295843001503371,0.0685578458832962,3.24773189206339,1.87979591319081,2.30789336105794,12.4,1.23,0.0297,0.361,0.00471,55.45,9.34,8.67,43.6
"SR245","StPaulsRow","1",0.279076909419431,0.0330706004330858,3.20237531574639,1.95825776912892,2.24609408374571,11.6,1.34,0.0298,0.489,0.0132,54.33,5.89,12.55,43.12
"SR246","StPaulsRow","1",0.286748882760841,0.0742308207765772,3.25582154253469,2.18460028214933,2.35613164258192,12.2,1.29,0.03,0.438,0.00419,55.97,7.85,6.41,44.43
"SR247","StPaulsRow","1",0.301292079070886,0.00713886443088074,3.16970157124525,2.00997963195645,2.45535346680144,9.1,1.13,0.0294,0.39,0.00407,53.09,6.06,10.87,40.07
"SR248","StPaulsRow","1",0.28488314568715,-0.0164628473760911,3.13982846734063,2.3439956944288,2.55087299886724,8.49,1.14,0.0287,0.416,0.00455,52.19,2.57,10.33,39.17
"TM401","TateModern","1",0.361921623977257,0.0677124697009263,3.29091029280334,2.60187013224747,2.69170086948192,14.4,1.22,0.0303,0.34,0.0111,56.82,3.63,10.79,42.42
"TM402","TateModern","1",0.28910886559298,0.157683090340789,3.41762196897979,2.56677872684178,2.51283012052311,18.5,1.23,0.0358,0.373,0.00721,62.42,14.73,10.33,45.04
"TM403","TateModern","1",0.337042100294314,0.075314721314736,3.28769333142167,2.6890952333669,2.44706809258093,14.4,1.14,0.0319,0.368,0.0064,57.07,9.94,16.47,41.9
"TM404","TateModern","1",0.390040054994574,-0.0271539691158053,3.17755361095209,2.80490106907138,2.82801610765711,9.75,1.37,0.0263,0.471,0.00844,51.89,4.44,13.51,40.98
"TM405","TateModern","1",0.315163632714631,0.0992366201227122,3.35756056179599,2.66827843301116,2.65950484634528,15.8,1.31,0.0311,0.391,0.00517,58.05,12.16,9.83,44.28
"TM406","TateModern","1",0.312329863781507,0.0879511391414441,3.33417059679285,2.669905987116,2.69857610616779,15.7,1.3,0.0298,0.324,0.00582,57.99,12.58,9.66999999999999,43.75
"TM407","TateModern","1",0.362561908895269,0.043266034919646,3.29107244530476,2.73588895657885,2.73259811485444,12.4,1.39,0.0279,0.365,0.00509,54.95,6.42,11.52,43.39
"TM408","TateModern","1",0.395132803159804,-0.00430057927309802,3.17809984998643,2.69541005637126,2.86128999721278,8.98,1.15,0.0278,0.337,0.0045,52.13,5.18,10.28,39.74
"TM409","TateModern","1",0.425591865698772,-0.0886504973829292,3.04805303195664,2.80955976898739,2.88462615465237,6.97,1.18,0.0297,0.372,0.00522,48.87,2.46,15.37,37.28
"TM410","TateModern","1",0.414187547834273,-0.0598181920006938,3.09551180838075,2.75506601093653,2.95254947312186,7.41,1.18,0.0259,0.335,0.00403,49.85,3.05,11.63,38.24
"TM411","TateModern","1",0.381893098993408,-0.0475095437831091,3.10289769707909,2.77515140534916,2.84291054701371,9.75,1.21,0.0287,0.345,0.00489,52.32,7.12,14.51,38.56
"TM412","TateModern","1",0.391421353713579,-0.0659632666471168,3.11520487665962,2.82453833763729,2.99771947021103,9.2,1.43,0.0273,0.498,0.00944,51.63,5.47,12.29,40.06
"TM413","TateModern","1",0.410516978222058,0.0113582256455708,3.22148554790352,2.71611587542188,2.72092167043278,9.52,1.27,0.0353,0.63,0.00824,53.29,3.05,13.43,41.3
"TM414","TateModern","1",0.403733281607533,-0.0557222433284454,3.10255827387018,2.78087793657992,2.8589835743451,8.68,1.22,0.0286,0.555,0.00603,50.82,4,14.21,38.61
"TM415","TateModern","1",0.41244535521672,-0.01399033899445,3.14225497981318,2.69177401736494,2.70041601595339,8.74,1.07,0.03,0.345,0.00397,52.31,2.32,15.12,38.56
"TM416","TateModern","1",0.406503079871463,-0.0511236304191442,3.07916109541113,2.70332461442992,2.90457230339991,8.17,1.05,0.0284,0.413,0.00656,50.87,4.24,12.18,37.17
"TM417","TateModern","1",0.389405074730678,0.023386294124571,3.24812201940625,2.68780859534854,2.86988564250324,10.6,1.33,0.0368,0.609,0.0245,54.49,6.44,9.07,42.18
"TM418","TateModern","1",0.386917724893217,0.0456616971833272,3.25154579661334,2.62421355211145,2.7317206177541,11.7,1.2,0.039,0.653,0.0157,56.06,5.69,11.16,41.51
"TM419","TateModern","1",0.375536233908986,0.0651643244720526,3.33791867900277,2.67028024962215,2.85368878397878,11.9,1.51,0.0333,0.691,0.0193,57.26,6.1,7.69,45.02
"TM420","TateModern","1",0.384776627747759,0.0358482626581881,3.25643032892168,2.71566029421814,2.61987261262801,11.4,1.26,0.0336,0.537,0.0115,54.58,4.98,14.52,41.95
"TM421","TateModern","1",0.377477317171289,0.0723719442597471,3.29690173009219,2.63533350097706,2.59512280955679,11.6,1.16,0.0323,0.447,0.019,56.07,5.88,12.43,42.2
"TM422","TateModern","1",0.373960867488411,0.0416336207739354,3.28108935140673,2.76041497451973,2.59107706884406,11.6,1.32,0.0298,0.384,0.00356,54.22,5.88,14.89,42.79
"TM423","TateModern","1",0.375256234180602,0.103027275377766,3.34368166009846,2.59595853877702,2.46382266524215,14,1.18,0.0357,0.315,0.0029,57.66,3.04,14.14,43.26
"TM425","TateModern","1",0.402368360450341,-0.00758042167030987,3.14738308652078,2.67999015281076,2.71438648185108,9.36,1.05,0.0315,0.326,0.0049,52.73,4,14.33,38.55
"TM426","TateModern","1",0.400150113845756,0.00494115266474243,3.18866594149262,2.71019319749312,2.68002933942392,9.46,1.13,0.0293,0.406,0.00413,52.54,3.61,14.37,39.84
"TM427","TateModern","1",0.388760638745713,-0.00591669226047623,3.16129153333622,2.68050119858505,2.84926439944715,9.46,1.15,0.0286,0.425,0.00331,53.6,6.03,11.29,39.4
"TM428","TateModern","1",0.390551973659686,-0.0378368988490795,3.12124819072839,2.75401762874418,2.85259299057972,8.92,1.15,0.0268,0.378,0.00863,51.22,6.03,12.86,38.59
"TM429","TateModern","1",0.379407964645421,-0.0226721209942909,3.13839593058751,2.73995304305241,2.7930933626176,10.1,1.14,0.0281,0.43,0.00501,52.33,6.85,13.6,38.88
"TM430","TateModern","1",0.389167975909057,-0.0143341594410606,3.13715641822351,2.68468591142724,2.80461803723484,9.66,1.06,0.0296,0.444,0.00466,52.6,5.89,12.5,38.4
"TM431","TateModern","1",0.354612970236441,0.0549912811789231,3.26380900416412,2.66583946856356,2.70911291984437,11.6,1.13,0.0298,0.342,0.013,55.23,10.38,10.5,41.36
"TM432","TateModern","1",0.359049147102215,0.0408480933003975,3.25071201115,2.70490636061743,2.66214704627907,12.2,1.21,0.0305,0.46,0.00772,55.18,8.46,13.12,41.55
"TM433","TateModern","1",0.372598059222917,0.00308938296883782,3.19679698030055,2.73280742848868,2.80210804072572,10.6,1.24,0.0291,0.464,0.0107,53.64,7.83,12.01,40.63
"TM434","TateModern","1",0.367918407633934,0.0161859104787048,3.23724604980905,2.77193396974261,2.69741246891462,11.5,1.33,0.0279,0.448,0.0121,53.91,6.85,14.03,41.96
"TM435","TateModern","1",0.344552790797463,0.0564481667110696,3.36555108847025,2.76939031714321,2.90469979271736,13.9,1.73,0.0288,0.678,0.0269,57.04,8.11,7.55,46.83
"TM436","TateModern","1",0.330154365118113,0.0998357463904965,3.42885900215364,2.75276532975431,2.68983289930152,16,1.7,0.0318,0.623,0.0205,58.7,8.53,10.23,47.94
"TM437","TateModern","1",0.372872626528897,0.0181133261475876,3.24367275911649,2.77036347722686,2.69642028010837,11.3,1.33,0.029,0.618,0.0126,53.63,6.43,13.79,42.09
"TM438","TateModern","1",0.36467556258068,0.013441398854777,3.1877067621017,2.72903436546182,2.58713601772663,11.9,1.1,0.0305,0.458,0.00792,53.92,7.70999999999999,16.52,39.65
"TM439","TateModern","1",0.375108838676223,0.0102480187894143,3.21159830281517,2.71308905273864,2.8272042306596,10.9,1.27,0.0303,0.535,0.00696,54.11,7.08,11.06,41.1
"TM440","TateModern","1",0.375126027938535,0.061565410835658,3.30716515696329,2.72138129738837,2.55497521045219,11.6,1.28,0.0291,0.409,0.00947,54.93,5.38,14.33,43.09
"TM441","TateModern","1",0.371388078113901,0.0628002905581891,3.33337356990335,2.70144406664955,2.76666272154272,12,1.44,0.0293,0.426,0.0151,55.73,5.57,9.41,44.53
"TM442","TateModern","1",0.36500552512187,0.0642610699906515,3.30367507606445,2.70488808934289,2.54668224214712,12.8,1.31,0.0317,0.492,0.0195,56.69,6.34999999999999,15.01,43.19
"TS501","TorringtonSq","1",0.088412583052547,0.164518705554438,3.28098429832995,3.75983782265106,1.95031585539101,24.2,1.92,0.0323,0.342,0.00633,62.88,11.4,10.03,52.53
"TS502","TorringtonSq","1",0.202632983034025,0.00186776474378343,3.101251453404,3.39517951133606,2.7035309316919,9.02,1.2,0.0324,0.351,0.0048,52.59,6.05,9.37,38.64
"TS503","TorringtonSq","1",0.177057561903069,0.0560937939275799,3.16189274419697,3.30549771662276,2.43915023297522,12.6,1.41,0.0373,0.376,0.0056,56.06,6.5,10.12,42.99
"TS504","TorringtonSq","1",0.117143411847475,0.132462987699363,3.24642930947207,3.61388880666456,2.01211013150698,20.3,1.81,0.0347,0.408,0.0136,60.69,8.71,11.85,50.15
"TS505","TorringtonSq","1",0.165223215611603,0.0395747453902735,3.14170877906219,3.9889566614595,1.93990979644661,13.6,1.61,0.0324,0.493,0.0152,55.8,5.51,23.1,44.3
"TS506","TorringtonSq","1",0.145553363298309,0.0996645099929086,3.21871259018632,4.03102933016962,1.95715078007037,17.2,1.34,0.0332,0.446,0.0199,59,11.87,19.05,44.34
"TS507","TorringtonSq","1",0.127181385010873,0.053300136794835,3.17222723722084,4.0881268012496,2.01557279278073,19.5,1.43,0.0329,0.42,0.0339,60.77,12.01,20.27,43.57
"TS508","TorringtonSq","1",0.115827692646177,0.163759819290867,3.29001359535505,3.32892087753518,1.95616751363381,22.5,1.47,0.0521,0.551,0.00924,63.08,14.19,12.75,48.26
"TS509","TorringtonSq","1",0.192594552490623,0.0410635105406683,3.1485621664722,3.57766933055915,2.61560942851199,10.9,1.11,0.0314,0.385,0.0039,54.48,10.06,8.86000000000001,39.44
"TS510","TorringtonSq","1",0.187917629224966,-0.0637186678124999,3.03030546805004,4.33785166988252,2.3245558256123,10.9,1.24,0.0267,0.479,0.0151,52.03,8.38,24.24,36.47
"TS511","TorringtonSq","1",0.198155047100376,-0.0525153379578683,3.03938442917994,4.00207751928369,2.41882113557843,8.93,1.24,0.0265,0.464,0.0106,50.65,4.43,21.1,36.8
"TS512","TorringtonSq","1",0.161550886892779,0.12098216049415,3.23785092430585,3.72550252748918,2.39959776692972,15.6,1.36,0.0318,0.463,0.00793,58.35,14.7,5.9,45.24
"TS513","TorringtonSq","1",0.202428488600214,-0.0565874427596354,3.03065055504385,4.06236903245891,2.40502740161446,8.26,1.32,0.0257,0.533,0.00675,49.47,3.93,21.48,37.3
"TS514","TorringtonSq","1",0.162956128803027,0.109611490154197,3.22263423762525,3.57628687425858,2.30891958284016,14.8,1.42,0.0334,0.385,0.0045,57.82,10.48,8.93,45.3
"TS515","TorringtonSq","1",0.169191182204881,0.0542977456682409,3.15570491732861,3.97891721871716,2.33397757852511,13.7,1.57,0.0278,0.391,0.00531,55.41,10.66,12.07,44.4
"TS516","TorringtonSq","1",0.111330454624664,0.126312712357944,3.24075199138835,3.655049320161,2.2066687527726,21.6,1.61,0.0344,0.439,0.00482,60.12,12.16,8.76,47.9
"TS517","TorringtonSq","1",0.0855493776125517,0.192487660070022,3.31462409448363,4.28229880879776,1.93349264902176,25.6,1.77,0.0277,0.328,0.00677,62.89,19.15,9.15000000000001,52.22
"TS518","TorringtonSq","1",0.172173565085076,0.0257182977621697,3.12781284343108,4.25324520595608,1.95763548388601,12.5,1.45,0.0268,0.407,0.0186,54.05,6.21,24.93,42.16
"TS519","TorringtonSq","1",0.106926424824138,0.16935742534268,3.29228452258854,3.60550151443646,2.10803089517485,22.2,1.55,0.0338,0.399,0.00542,62.18,12.67,7.98,49.16
"TS520","TorringtonSq","1",0.192245784569021,0.0233505811037763,3.11938907280902,3.30148518884247,2.55809465506806,9.18,1.57,0.0277,0.414,0.00503,53.83,1.15,8.91,43.08
"TS521","TorringtonSq","1",0.185579148711285,0.0448936716174988,3.14889213562815,3.60780505489199,2.29179313367075,10.9,1.33,0.0314,0.332,0.00487,54.65,4.96,15.57,41.7
"TS522","TorringtonSq","1",0.173742442010391,0.0808041573585499,3.19044519361925,3.23291266402791,2.20579759844026,11.9,1.42,0.0336,0.369,0.00563,57.19,1.37,14.02,44.13
"TS523","TorringtonSq","1",0.173742535344298,0.0879133935047617,3.20117487495458,3.50054027575656,2.15119312316974,12.3,1.42,0.0316,0.416,0.0174,57.35,4.43,14.65,44.52
"TS524","TorringtonSq","1",0.181136118905226,0.0370133256912867,3.13376528154904,3.94474874205307,2.19176223357535,11.1,1.65,0.0257,0.567,0.00954,53.82,4.98,16.79,44.42
"TS525","TorringtonSq","1",0.0134990259458003,0.258820007929465,3.39021688474392,4.17503169931754,1.67339319032802,35.3,2.01,0.0334,0.364,0.00585,68.12,21.14,8.44,57.42
"TS526","TorringtonSq","1",0.157907344551354,0.0405426886516794,3.13897744436172,3.75026507978253,2.46633593299885,14.7,1.79,0.0273,0.519,0.0117,56.17,8.46,8.12,46.04
"TS527","TorringtonSq","1",0.0947917395542064,0.148432276584996,3.2648623517661,3.53825056129572,2.14019948964283,23.7,1.81,0.0359,0.376,0.00644,62.4,11.81,7.13,50.82
"TS528","TorringtonSq","1",0.196170097732011,0.0318741912646605,3.13497114933821,3.27633892202522,2.61500457709148,9.3,1.22,0.0306,0.343,0.00647,53.2,3.64,9.02,40.07
"TS529","TorringtonSq","1",0.190788579913482,0.0335633684060178,3.13316019235885,3.42468509416773,2.55689834249012,10.1,1.43,0.0299,0.505,0.00798,53.29,4.64,9.02,42.15
"TS530","TorringtonSq","1",0.202418057546691,-0.0285396534718941,3.0636900098114,3.63213611480786,2.59383598946693,7.94,1.27,0.0257,0.447,0.00963,49.95,2.06,14.48,37.99
"TS531","TorringtonSq","1",0.198129559670299,0.00724781771854277,3.10815450491881,3.34253883723487,2.53451756660386,9.17,1.15,0.0336,0.406,0.00376,52.77,3.21,13.67,38.38
"TS532","TorringtonSq","1",0.187455603654711,0.0467146216331204,3.15477979180344,3.22678554890478,2.58276876834905,10.8,1.22,0.0331,0.32,0.00902,55.15,5.12,8.39,40.79
"TS533","TorringtonSq","1",0.161508318487001,0.0598847626393785,3.16608951167013,3.76790128723935,2.41229688383981,15,1.49,0.0313,0.351,0.0056,57.12,11.36,9.88,43.96
"TS534","TorringtonSq","1",0.144973078482881,0.0777609952432177,3.18586317065558,3.67437674261303,2.44154264548598,16.9,1.45,0.0302,0.418,0.00375,57.04,10.8,7.96,44.27
"TS535","TorringtonSq","1",0.14377439361426,0.142879312032228,3.26557801362541,3.31941290579843,2.2228970786308,17.5,1.37,0.0387,0.466,0.0119,60.35,10.31,8.38,46.35
"TS536","TorringtonSq","1",0.180933698664771,0.0252668288117634,3.12978878498841,3.68259840080655,2.3182935362556,12.4,1.35,0.0366,0.509,0.0108,55.54,8.41,16.14,41.21
"TS537","TorringtonSq","1",0.193810793514841,0.012354806490574,3.10861447517294,3.69016322081731,2.47262612907927,9.82,1.44,0.0288,0.399,0.0055,52.9,5.61000000000001,12.97,41.36
"TS538","TorringtonSq","1",0.16852717444361,0.0719987163508385,3.18066094066386,3.565402625839,2.42129871342557,14.1,1.4,0.0344,0.359,0.00916,56.3,10.09,9.27,43.57
"TS539","TorringtonSq","1",0.0640438387366794,0.144798446913728,3.26932949146945,3.27306598919093,1.9389724909668,29.4,1.57,0.0573,0.363,0.00967,64.32,14.8,13.95,48.53
"TS540","TorringtonSq","1",0.204867404788986,-0.0558636495527107,3.03056547024641,3.61797075583494,2.74514972254201,7.74,1.38,0.0258,0.445,0.00902,49.33,2.64,12.12,37.91
"TS541","TorringtonSq","1",0.127849239777526,0.0913335942543536,3.20269040904492,4.28950946838697,2.11704504742435,20,1.58,0.0298,0.404,0.0093,59.17,16.54,14.17,46.21
